search URL:,https://patents.google.com/?q=%28%22beta+distribution%22+OR+%22beta-binomial%22+OR+%22simulation%22%29+AND+%28%22genetic+variant%22+OR+%22genetic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2019284623-A1,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2010-05-18,2019-05-14,2019-09-19,,https://patents.google.com/patent/US20190284623A1/en,https://patentimages.storage.googleapis.com/e6/51/75/d5012411102a8a/US20190284623A1-20190919-D00001.png
US-11332785-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner, Styrmir Sigurjonsson",2010-05-18,2019-05-14,2022-05-17,2022-05-17,https://patents.google.com/patent/US11332785B2/en,https://patentimages.storage.googleapis.com/71/6f/7c/d7064e513ad231/US11332785-20220517-D00001.png
US-12152275-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2010-05-18,2019-06-18,2024-11-26,2024-11-26,https://patents.google.com/patent/US12152275B2/en,https://patentimages.storage.googleapis.com/b9/fe/bf/ae4ebcd118dcb3/US12152275-20241126-D00001.png
US-2022177961-A1,Whole-genome haplotype reconstruction ,Ludwig Institute For Cancer Research Ltd,"Bing Ren, Siddarth SELVARAJ, Jesse Dixon, Anthony Schmitt",2013-07-19,2021-10-18,2022-06-09,,https://patents.google.com/patent/US20220177961A1/en,https://patentimages.storage.googleapis.com/88/3a/65/4eb342608b9fb5/US20220177961A1-20220609-D00001.png
US-2024150846-A1,Combinatorial dna screening ,"Myriad Women's Health, Inc.","Jared Robert MAGUIRE, Clement S. Chu, Imran Saeedul HAQUE, Eric Andrew EVANS, Noah WELKER",2016-03-22,2024-01-11,2024-05-09,,https://patents.google.com/patent/US20240150846A1/en,https://patentimages.storage.googleapis.com/5a/e9/77/7355c45741df04/US20240150846A1-20240509-D00001.png
EP-2954103-B1,Biomolecular processing platform and uses thereof ,"Cornell University, Board of Supervisors of Louisiana State University And Agricultural and Mechanical College, University Of North Carolina At Chapel Hill, Northeastern University","Steven A. Soper, Francis Barany, George GRILLS, Robin L. Mccarley, Collin J. Mckinney, Dorel MOLDOVAN, Michael C MURPHY, Dimitris E. Nikitopoulos, Sunggook Park, Elizabeth J. Podlaha-Murphy",2013-02-08,2014-02-10,2019-01-09,2019-01-09,https://patents.google.com/patent/EP2954103B1/en,https://patentimages.storage.googleapis.com/ec/1b/96/d0e535025b7d19/imgf0001.png
US-9430611-B2,System and method for cleaning noisy genetic data from target individuals using genetic data from genetically related individuals ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Johnson",2005-11-26,2013-11-27,2016-08-30,2016-08-30,https://patents.google.com/patent/US9430611B2/en,https://patentimages.storage.googleapis.com/3c/3c/f3/7444292f3b8588/US09430611-20160830-D00000.png
US-2025197930-A1,Methods and systems for detecting genetic variants ,"Guardant Health, Inc.","AmirAli Talasaz, Helmy Eltoukhy, Stefanie Ann Ward MORTIMER",,2025-03-04,2025-06-19,,https://patents.google.com/patent/US20250197930A1/en,https://patentimages.storage.googleapis.com/38/64/3c/b9e7de606fd690/US20250197930A1-20250619-D00001.png
US-2024209431-A1,Methods and systems for detecting genetic variants ,"Guardant Health, Inc.","AmirAli Talasaz, Helmy Eltoukhy, Stefanie Ann Ward MORTIMER",2013-12-28,2023-05-15,2024-06-27,,https://patents.google.com/patent/US20240209431A1/en,https://patentimages.storage.googleapis.com/19/d6/eb/bbf943135bcb0a/US20240209431A1-20240627-D00001.png
US-9600627-B2,Systems and methods for genomic annotation and distributed variant interpretation ,The Scripps Research Institute,"Ali Torkamani, Nicholas Schork",2011-10-31,2015-02-05,2017-03-21,2017-03-21,https://patents.google.com/patent/US9600627B2/en,https://patentimages.storage.googleapis.com/6b/49/73/910fe5948c6711/US09600627-20170321-D00000.png
EP-2652155-B1,Methods for massively parallel analysis of nucleic acids in single cells ,"Gigagen, Inc.","David Scott Johnson, Everett Hurteau Meyer",2010-12-16,2011-12-16,2016-11-16,2016-11-16,https://patents.google.com/patent/EP2652155B1/en,https://patentimages.storage.googleapis.com/9f/14/ce/1ce264a1632e7b/imgf0001.png
US-2020370129-A1,Methods and systems for adjusting tumor mutational burden by tumor fraction and coverage ,"Guardant Health, Inc.","Katie Julia QUINN, Elena HELMAN, Darya Chudova",2018-07-23,2020-06-30,2020-11-26,,https://patents.google.com/patent/US20200370129A1/en,https://patentimages.storage.googleapis.com/20/4b/aa/6d5e50abda9840/US20200370129A1-20201126-D00000.png
US-2024060124-A1,Methods for amplification of cell-free dna using ligated adaptors and universal and inner target-specific primers for multiplexed nested pcr ,"Natera, Inc.","Allison Ryan, Styrmir Sigurjonsson, Milena Banjevic, George Gemelos, Matthew Hill, Johan Baner, Matthew Rabinowitz, Zachary Demko",2010-05-18,2023-07-28,2024-02-22,,https://patents.google.com/patent/US20240060124A1/en,https://patentimages.storage.googleapis.com/1a/7b/94/25b744684bcf3c/US20240060124A1-20240222-D00001.png
US-10774380-B2,Methods for multiplex PCR amplification of target loci in a nucleic acid sample ,"Natera, Inc.","Allison Ryan, Styrmir Sigurjonsson, Milena Banjevic, George Gemelos, Matthew Hill, Johan Baner, Matthew Rabinowitz, Zachary Demko",2010-05-18,2019-02-27,2020-09-15,2020-09-15,https://patents.google.com/patent/US10774380B2/en,https://patentimages.storage.googleapis.com/bc/88/d1/635bb269dfd553/US10774380-20200915-D00001.png
US-11326208-B2,Methods for nested PCR amplification of cell-free DNA ,"Natera, Inc.","Matthew Rabinowitz, Matthew Hill, Bernhard Zimmermann, Johan Baner, George Gemelos, Milena Banjevic, Allison Ryan, Styrmir Sigurjonsson, Zachary Demko",2010-05-18,2021-05-14,2022-05-10,2022-05-10,https://patents.google.com/patent/US11326208B2/en,https://patentimages.storage.googleapis.com/2d/63/23/c0cdc36d2f4473/US11326208-20220510-D00001.png
US-2020133235-A1,Methods and systems for enabling and scheduling 3d printing-based fabrication ,"Strong Force Intellectual Capital, Llc","Teymour El-Tahry, Charles Cella",2017-06-25,2019-10-31,2020-04-30,,https://patents.google.com/patent/US20200133235A1/en,https://patentimages.storage.googleapis.com/c0/c8/a9/cc46c1913b2ac3/US20200133235A1-20200430-D00001.png
US-8682592-B2,System and method for cleaning noisy genetic data from target individuals using genetic data from genetically related individuals ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Johnson",2005-11-26,2013-03-11,2014-03-25,2014-03-25,https://patents.google.com/patent/US8682592B2/en,https://patentimages.storage.googleapis.com/ab/ca/19/141f1a40920efa/US08682592-20140325-D00001.png
US-11045271-B1,Robotic medical system ,Bao Q Tran,Bao Q Tran,2021-02-09,2021-02-09,2021-06-29,2021-06-29,https://patents.google.com/patent/US11045271B1/en,https://patentimages.storage.googleapis.com/92/f6/82/464b1b4bec00e2/US11045271-20210629-D00000.png
US-2021082578-A1,Predicting health outcomes ,"Ancestryhealth.Com, Llc","Catherine A. BALL, Kenneth G. Chahine, Mathew J. Barber, Julie M. Granka",2014-11-06,2020-11-16,2021-03-18,,https://patents.google.com/patent/US20210082578A1/en,https://patentimages.storage.googleapis.com/22/3b/59/044b6d8c2d98d0/US20210082578A1-20210318-D00000.png
US-9536047-B2,Privacy-enhancing technologies for medical tests using genomic data ,Ecole Polytechnique Federale De Lausanne (Epfl),"Erman Ayday, Jean-Pierre Hubaux, Jean L. RAISARO, Amalio Telenti, Jacques Fellay, Paul J. McLaren, Jacques Rougemont, Mathias Humbert",2012-09-14,2016-01-12,2017-01-03,2017-01-03,https://patents.google.com/patent/US9536047B2/en,https://patentimages.storage.googleapis.com/48/d7/d9/bb2863b9a5e127/US09536047-20170103-D00000.png
US-9270446-B2,Privacy-enhancing technologies for medical tests using genomic data ,Ecole Polytechnique Federale De Lausanne (Epfl),"Erman Ayday, Jean-Pierre Hubaux, Jean Louis Raisaro, Amalio Telenti, Jacques Fellay, Paul Jack McLaren, Jacques Rougemont, Mathias Humbert",2012-09-14,2013-09-10,2016-02-23,2016-02-23,https://patents.google.com/patent/US9270446B2/en,https://patentimages.storage.googleapis.com/bc/ae/d0/4a7abc0231a5eb/US09270446-20160223-D00000.png
US-12100478-B2,Method for non-invasive prenatal testing using parental mosaicism data ,"Natera, Inc.",Matthew Rabinowitz,2012-08-17,2020-07-21,2024-09-24,2024-09-24,https://patents.google.com/patent/US12100478B2/en,https://patentimages.storage.googleapis.com/26/51/fc/872b4ee1752261/US12100478-20240924-D00000.png
US-2024352506-A1,Accurate molecular deconvolution of mixture samples ,"Arima Genomics, Inc.","Siddarth SELVARAJ, Nathaniel HEINTZMAN, Christian Edgar LAING",2015-07-02,2024-02-08,2024-10-24,,https://patents.google.com/patent/US20240352506A1/en,https://patentimages.storage.googleapis.com/07/50/6f/9d60743743ade1/US20240352506A1-20241024-D00000.png
EP-2820174-B1,Methods and uses for molecular tags ,The University of North Carolina at Chapel Hill,"Cassandra B. JABARA, Jeffrey A. Anderson, Ronald I. Swanstrom",2012-02-27,2013-02-27,2019-12-25,2019-12-25,https://patents.google.com/patent/EP2820174B1/en,https://patentimages.storage.googleapis.com/df/76/91/642900ac38fbf5/imgf0001.png
AU-2021200915-B2,Genetic analysis method ,"Agilent Technologies, Inc.","Benoit DEVOGELAERE, Herman VERRELST",2013-11-08,2021-02-12,2022-12-08,2022-12-08,https://patents.google.com/patent/AU2021200915B2/en,
KR-102653725-B1,Methods for Nucleic Acid Amplification ,"세인트 쥬드 칠드런즈 리써치 호스피탈, 인코포레이티드","찰스 가와드, 존 이스턴, 베로니카 곤잘레츠-페나",2018-01-29,2019-01-28,2024-04-01,2024-04-01,https://patents.google.com/patent/KR102653725B1/en,
US-9476092-B2,Late-PCR ,Brandeis University,"Lawrence J. Wangh, Kenneth Pierce, Cristina Hartshorn, John Rice, J. Aquiles Sanchez",2001-12-19,2013-01-04,2016-10-25,2016-10-25,https://patents.google.com/patent/US9476092B2/en,https://patentimages.storage.googleapis.com/06/de/ab/d129f30cbb7436/US09476092-20161025-D00001.png
US-2020411199-A1,Platforms for conducting virtual trials ,Cancer Commons,"Jeffrey C. SHRAGER, Jay Martin Tenenbaum, Christopher Kelly PORTER, William Arthur Hoos, Mark Adam SHAPIRO",2018-01-22,2020-07-21,2020-12-31,,https://patents.google.com/patent/US20200411199A1/en,https://patentimages.storage.googleapis.com/b4/e9/78/a0fffdbad3896e/US20200411199A1-20201231-D00000.png
US-10793912-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Popiliu CONSTANTIN, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2019-04-30,2020-10-06,2020-10-06,https://patents.google.com/patent/US10793912B2/en,https://patentimages.storage.googleapis.com/10/50/82/5162498b60155f/US10793912-20201006-D00001.png
US-10232371-B2,Microfluidic devices and methods for cell processing ,Biopico Systems Inc,John Collins,2012-01-10,2015-07-24,2019-03-19,2019-03-19,https://patents.google.com/patent/US10232371B2/en,https://patentimages.storage.googleapis.com/97/74/a2/9f6c80bd7f6990/US10232371-20190319-D00000.png
US-8989475-B2,"Imaging and evaluating embryos, oocytes, and stem cells ",The Board Of Trustees Of The Leland Stanford Junior University,"Connie C. Wong, Kevin E. Loewke, Thomas M. Baer, Renee A. Reijo-Pera, Barry Behr",2009-08-22,2013-02-01,2015-03-24,2015-03-24,https://patents.google.com/patent/US8989475B2/en,https://patentimages.storage.googleapis.com/76/70/13/968821b63906cf/US08989475-20150324-D00000.png
RU-2746356-C2,C5 antibodies and their application methods ,Чугаи Сейяку Кабусики Кайся,"Ёсинао Руике, Дзендзиро Сампей",2014-12-19,2015-12-18,2021-04-12,2021-04-12,https://patents.google.com/patent/RU2746356C2/en,https://patentimages.storage.googleapis.com/06/18/a2/edcf9ce65323be/00000024.png
CN-110914425-B,High Throughput (HTP) genome engineering platform for improving spinosyns ,齐默尔根公司,"B·梅森, A·戈拉诺夫, P·凯利, Y·基姆, S·莫迪, N·帕苏马尔蒂, B·米基特斯, P·埃涅尔特",2017-06-06,2018-06-06,2024-06-25,2024-06-25,https://patents.google.com/patent/CN110914425B/en,
US-9110026-B2,Microfluidic devices and methods based on massively parallel picoreactors for cell and molecular diagnostics ,Biopico Systems Inc,John Collins,2011-05-05,2012-05-04,2015-08-18,2015-08-18,https://patents.google.com/patent/US9110026B2/en,https://patentimages.storage.googleapis.com/bd/9d/36/52d6c67fe851a6/US09110026-20150818-D00000.png
US-2020381083-A1,Estimating predisposition for disease based on classification of artificial image objects created from omics data ,"410 Ai, Llc",Xiangning Chen,2019-05-31,2020-05-29,2020-12-03,,https://patents.google.com/patent/US20200381083A1/en,https://patentimages.storage.googleapis.com/1a/7d/50/78146a15a81f41/US20200381083A1-20201203-D00000.png
US-2024021271-A1,Methods and systems for predicting an origin of a variant ,"Guardant Health, Inc.",Ross Keating Eppler,2020-08-25,2023-02-22,2024-01-18,,https://patents.google.com/patent/US20240021271A1/en,https://patentimages.storage.googleapis.com/ec/99/4d/aff4acedb9f4a3/US20240021271A1-20240118-D00000.png
AU-2012242508-B2,Sequencing small amounts of complex nucleic acids ,"Complete Genomics, Inc.","Radoje Drmanac, Bahram Ghaffarzadeh Kermani, Brock A. Peters",2011-04-14,2012-04-16,2016-01-07,2016-01-07,https://patents.google.com/patent/AU2012242508B2/en,
AU-2012242525-B2,Processing and analysis of complex nucleic acid sequence data ,"Complete Genomics, Inc.","Radoje Drmanac, Bahram Ghaffarzadeh Kermani, Brock A. Peters",2011-04-14,2012-04-13,2015-09-17,2015-09-17,https://patents.google.com/patent/AU2012242525B2/en,
US-10083273-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Johnson, Dusan Kijacic, Dimitri Petrov, Joshua Sweetkind-Singer, Jing Xu",2005-07-29,2013-07-23,2018-09-25,2018-09-25,https://patents.google.com/patent/US10083273B2/en,https://patentimages.storage.googleapis.com/ed/90/b3/b63c78388f47c1/US10083273-20180925-D00001.png
US-2021327538-A1,Methods and systems for calling ploidy states using a neural network ,"Natera, Inc.","Agust EGILSSON, George Gemelos, Styrmir Sigurjonsson",2018-07-17,2019-07-16,2021-10-21,,https://patents.google.com/patent/US20210327538A1/en,https://patentimages.storage.googleapis.com/74/96/8a/1a6071260954c5/US20210327538A1-20211021-D00000.png
US-2025027147-A1,Multiple tagging of long dna fragments ,"Complete Genomics, Inc.","Radoje Drmanac, Brock A. Peters, Andrei Alexeev",2013-03-15,2024-07-10,2025-01-23,,https://patents.google.com/patent/US20250027147A1/en,https://patentimages.storage.googleapis.com/a7/48/46/31f57a0e525b26/US20250027147A1-20250123-D00000.png
EP-3161481-B1,System for assessing global wellness ,"Relevance Health, Wade, Jill",Jill WADE,2014-06-28,2015-06-26,2024-10-16,2024-10-16,https://patents.google.com/patent/EP3161481B1/en,https://patentimages.storage.googleapis.com/13/7e/97/5c75a8230c91d8/imgf0001.png
CN-107532332-B9,Method and system for multiple taxonomic classification ,犹他大学研究基金会,"史蒂文·弗莱加尔, 基思·西蒙, 蔡斯·米勒, 乔羿, 卡伦·埃尔贝克, 盖博·马尔斯, 马克·严德尔, 罗伯特·施拉伯格, 爱德华·J·奥斯本",2015-04-24,2016-04-22,2022-07-08,2022-07-08,https://patents.google.com/patent/CN107532332B9/en,https://patentimages.storage.googleapis.com/8a/65/e9/2b279dcad34eba/HDA0001443390700000011.png
US-7732143-B2,Method for the diagnosis of genetic diseases by molecular combing and diagnostic kit ,"Institut Pasteur, Centre National De La Recherche Scientifique (Cnrs)","Aaron Bensimon, David Bensimon, Xavier Michalet",1996-10-30,2008-03-18,2010-06-08,2010-06-08,https://patents.google.com/patent/US7732143B2/en,https://patentimages.storage.googleapis.com/4f/45/72/4a9adfd9027f59/US07732143-20100608-D00001.png
US-2023295704-A1,Barcoded Protein Array for Multiplex Single-Molecule Interaction Profiling ,President And Fellows Of Harvard College,"George M. Church, Liangcai Gu",2014-03-25,2022-09-14,2023-09-21,,https://patents.google.com/patent/US20230295704A1/en,https://patentimages.storage.googleapis.com/21/7a/0c/a5d0ea55de7a39/US20230295704A1-20230921-D00001.png
US-10127346-B2,Systems and methods for interpreting a human genome using a synthetic reference sequence ,The Board Of Trustees Of The Leland Stanford Junior University,"Frederick Dewey, Euan A. Ashley, Matthew Wheeler, Michael Snyder, Carlos Bustamante",2011-04-13,2012-04-13,2018-11-13,2018-11-13,https://patents.google.com/patent/US10127346B2/en,https://patentimages.storage.googleapis.com/ad/4c/5d/84b2e531016d19/US10127346-20181113-D00001.png
US-2020056232-A1,Dna sequencing and epigenome analysis ,Stc.Unm,Jeremy Scott Edwards,2013-08-02,2019-05-02,2020-02-20,,https://patents.google.com/patent/US20200056232A1/en,https://patentimages.storage.googleapis.com/f4/2c/34/96d7ae145cad45/US20200056232A1-20200220-D00001.png
EP-2902500-B1,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2011-02-09,2011-11-18,2017-01-11,2017-01-11,https://patents.google.com/patent/EP2902500B1/en,https://patentimages.storage.googleapis.com/7f/1c/c4/4f824312bae515/imgf0001.png
CN-108138229-B,Systems and methods for determining genetic characteristics using magnetically responsive sensors ,亿明达股份有限公司,"J.G.曼德尔, L.夸克",2015-08-14,2016-08-12,2022-07-26,2022-07-26,https://patents.google.com/patent/CN108138229B/en,https://patentimages.storage.googleapis.com/f2/33/36/c56dd709e2bf71/HDA0001573803650000011.png
CN-110211637-B,Method and system for assembling nucleic acid sequences ,10X基因组学有限公司,"M·史诺-莱文, I·麦克卡伦",2014-06-26,2015-06-26,2023-10-27,2023-10-27,https://patents.google.com/patent/CN110211637B/en,
US-2023106635-A1,Hypoallergenic recombinant milk proteins and compositions comprising the same ,"Perfect Day, Inc.","Vaibhav Bhatt, Louis Clark, Timothy Geistlinger, Janine Lin",2020-02-19,2021-02-19,2023-04-06,,https://patents.google.com/patent/US20230106635A1/en,https://patentimages.storage.googleapis.com/d4/8f/06/f8c157d729d53a/US20230106635A1-20230406-D00000.png
EP-3276517-B1,Systems and methods for genomic annotation and distributed variant interpretation ,The Scripps Research Institute,"Ali TORKAMANI, Nicholas Schork",2011-10-31,2012-10-31,2019-03-27,2019-03-27,https://patents.google.com/patent/EP3276517B1/en,https://patentimages.storage.googleapis.com/71/06/74/42fe8649752ddb/imgf0001.png
US-8936762-B2,High throughput multichannel reader and uses thereof ,Trustees Of Boston University,"Daniel J. Ehrlich, Brian McKenna",2009-09-01,2010-09-01,2015-01-20,2015-01-20,https://patents.google.com/patent/US8936762B2/en,https://patentimages.storage.googleapis.com/3f/6b/ce/48985d486ca42c/US08936762-20150120-D00000.png
CA-2911569-C,Optimization and individualization of medication selection and dosing ,"Children's Hospital Medical Center, Tracy A. Glauser, Richard J. Wenstrup, Alexander A. Vinks, John Pestian","Tracy A. Glauser, Richard J. Wenstrup, Alexander A. Vinks, John Pestian",2005-11-29,2006-11-28,2019-11-26,2019-11-26,https://patents.google.com/patent/CA2911569C/en,
US-8515679-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Scott Johnson, Dusan Kijacic, Dimitri Petrov, Josh Sweetkind-Singer, Jing Xu",2005-12-06,2008-03-17,2013-08-20,2013-08-20,https://patents.google.com/patent/US8515679B2/en,
US-8095384-B2,Computational systems and methods for health services planning and matching ,The Invention Science Fund I,"Shawn P. Firminger, Jason Garms, Roderick A. Hyde, Edward K.Y. Jung, Chris Demetrios Karkanias, Eric C. Leuthardt, Royce A. Levien, Richard T. Lord, Robert W. Lord, Mark A. Malamud, John D. Rinaldo, Jr., Clarence T. Tegreene, Kristin M. Tolle, Lowell L. Wood, JR.",2009-03-10,2009-12-02,2012-01-10,2012-01-10,https://patents.google.com/patent/US8095384B2/en,https://patentimages.storage.googleapis.com/e5/25/7e/607c31327d3788/US08095384-20120110-D00000.png
KR-101702154-B1,Device for carrying out a reaction ,유니버시티 오브 시카고,"뤼스템 에프. 이스마질로브, 웬빈 두, 리앵 리, 팽 쉔, 케빈 폴 플러드 니콜스, 델라이 첸, 제이슨 유진 크루츠",2009-03-24,2010-03-23,2017-02-03,2017-02-03,https://patents.google.com/patent/KR101702154B1/en,https://patentimages.storage.googleapis.com/11/e3/33/81e59814e7d8f1/112011082487634-pct00035.png
US-8772473-B2,Mostly natural DNA sequencing by synthesis ,The Regents Of The University Of California,"Xiaohua Huang, Eric Roller",2009-03-30,2010-03-30,2014-07-08,2014-07-08,https://patents.google.com/patent/US8772473B2/en,https://patentimages.storage.googleapis.com/16/2e/ec/03a16152b1a4d2/US08772473-20140708-D00001.png
US-2018294047-A1,"Personal data marketplace for genetic, fitness, and medical information including health trust management ","Seqster Pdm, Inc.","Dana Hosseini, Ardavan Arianpour, Xiang Li",2017-03-01,2018-02-28,2018-10-11,,https://patents.google.com/patent/US20180294047A1/en,https://patentimages.storage.googleapis.com/45/65/ba/9629503202ea3e/US20180294047A1-20181011-D00000.png
US-7384749-B2,Electrodes linked via conductive oligomers to nucleic acids ,"Clinical Micro Sensors, Inc.","Jon F. Kayyem, Stephen D. O'Connor, Michael Gozin, Changjun Yu, Thomas J. Meade",1996-11-05,2006-01-30,2008-06-10,2008-06-10,https://patents.google.com/patent/US7384749B2/en,https://patentimages.storage.googleapis.com/75/80/b8/4e8610365959c9/US07384749-20080610-D00001.png
US-7996157-B2,Genetic diagnosis using multiple sequence variant analysis ,Methexis Genomics N.V.,"Marc Zabeau, Patrick Stanssens, Yannick Gansemans",2003-02-27,2009-09-03,2011-08-09,2011-08-09,https://patents.google.com/patent/US7996157B2/en,https://patentimages.storage.googleapis.com/1c/08/32/05f66e0d4b6ef0/US07996157-20110809-D00001.png
CN-106912197-B,Methods and compositions for multiplex PCR ,生命技术公司,"J·利蒙, M·安德森, M·桑顿",2011-04-28,2012-04-27,2022-01-25,2022-01-25,https://patents.google.com/patent/CN106912197B/en,https://patentimages.storage.googleapis.com/4f/79/ec/6a4e2c98cb3b5b/HDA0000447702550000011.png
TW-I423151-B,Methods and systems for incorporating multiple environmental and genetic risk factors ,Navigenics Inc,"Eran Halperin, Jennifer Wessel, Michele Cargill, Dietrich A Stephan",2008-09-12,2009-09-14,2014-01-11,2014-01-11,https://patents.google.com/patent/TWI423151B/en,
