search URL:,https://patents.google.com/?q=%22variant+interpretation%22+OR+%22variant+classification%22+OR+%22variant+scoring%22+OR+%22variant+annotation%22+OR+%22variant+pathogenicity%22+OR+%22genetic+variant+scoring%22
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11113449-B2,"Methods and systems for creating, organizing, and viewing annotations of documents within web browsers ","ExactNote, Inc.",Sunil Pinnamaneni,2019-11-10,2019-11-10,2021-09-07,2021-09-07,https://patents.google.com/patent/US11113449B2/en,https://patentimages.storage.googleapis.com/74/36/24/aaa928e37f3e4e/US11113449-20210907-D00000.png
CN-105378110-B,Gene fusions and gene variants associated with cancer ,生命技术公司,"D·瑞欧德斯, S·萨迪斯, P·万恩哥阿德, N·卡茨阿诺, S·班德拉, M·托米罗, S·阿迪, E·波欧登",2013-04-17,2014-03-14,2024-06-25,2024-06-25,https://patents.google.com/patent/CN105378110B/en,
US-2021173842-A1,Systems and Methods for Annotating Biomolecule Data ,Life Technologies Corporation,"Liviu Popescu, Fiona Hyland",2010-10-25,2020-12-17,2021-06-10,,https://patents.google.com/patent/US20210173842A1/en,https://patentimages.storage.googleapis.com/3e/de/87/85412d76b7be8b/US20210173842A1-20210610-D00000.png
CA-2894317-C,"Systems and methods for classifying, prioritizing and interpreting genetic variants and therapies using a deep neural network ","Deep Genomics Incorporated, Brendan Frey, Michael K.K. Leung, Andrew Thomas Delong, Hui Yuan XIONG, Babak Alipanahi, Leo J. Lee, Hannes Bretschneider","Brendan Frey, Michael K.K. Leung, Andrew Thomas Delong, Hui Yuan XIONG, Babak Alipanahi, Leo J. Lee, Hannes Bretschneider",2015-06-15,2015-06-15,2023-08-15,2023-08-15,https://patents.google.com/patent/CA2894317C/en,
US-11244246-B2,Federated systems and methods for medical data sharing ,"Illumina, Inc.","Kai-How FARH, Donavan CHENG, John SHON, Jorg HAKENBERG, Eugene BOLOTIN, James Casey GEANEY, Hong Gao, Pam CHENG, Inderjit Singh, Daniel ROCHE, Milan Karangutkar",2016-08-23,2020-02-24,2022-02-08,2022-02-08,https://patents.google.com/patent/US11244246B2/en,https://patentimages.storage.googleapis.com/d6/0f/02/8ff42d0716393a/US11244246-20220208-D00000.png
JP-7678034-B2,Interpreting genetic and genomic variants via an integrated computational and experimental deep mutation learning framework ,インビタエ コーポレイション,"エル． アラヤ カルロス, エー． ロイター ジェイソン, レディ パディゲパティ サムスクルティ, コラヴィン アレクサンドル",2017-06-19,2023-07-14,2025-05-15,2025-05-15,https://patents.google.com/patent/JP7678034B2/en,
JP-7343453-B2,Methods and systems for interpretation and reporting of sequence-based genetic tests ,"キアゲン レッドウッド シティ，インコーポレイテッド, キアゲン ゲゼルシャフト ミット ベシュレンクテル ハフツング","ダグラス， イー． ジュニア． バセット，, ダニエル， アール． リチャーズ，, ピアー， エム． シャッツ，",2014-06-30,2020-07-17,2023-09-12,2023-09-12,https://patents.google.com/patent/JP7343453B2/en,https://patentimages.storage.googleapis.com/43/ba/30/def7fdcc3612b5/0007343453000001.png
US-11367508-B2,Systems and methods for detecting cellular pathway dysregulation in cancer specimens ,"Tempus Labs, Inc.","Nike T. Beaubier, Joshua S K Bell, Catherine Igartua, Hailey B. Lefkofsky, Lee F. Langer, Joshua Drews",2019-08-16,2020-08-14,2022-06-21,2022-06-21,https://patents.google.com/patent/US11367508B2/en,https://patentimages.storage.googleapis.com/4a/74/d8/231621cb62210b/US11367508-20220621-D00001.png
US-2020365268-A1,Systems and methods for multi-label cancer classification ,"Tempus Labs, Inc.","Jackson Michuda, Kyle Ashley Beauchamp, Joshuah Kapilivsky, Calvin McCarter, Nike Beaubier, Martin Christian Stumpe, Catherine Igartua, Joshua SK Bell, Timothy Taxter, Raphael Pelossof",2019-05-14,2020-05-12,2020-11-19,,https://patents.google.com/patent/US20200365268A1/en,https://patentimages.storage.googleapis.com/3b/9d/59/6629072d90f9d5/US20200365268A1-20201119-D00000.png
AU-2023282274-B2,Variant classifier based on deep neural networks ,"Illumina, Inc.","Kristina M. KRUGLYAK, Aaron WISE",2018-04-12,2023-12-14,2025-03-06,2025-03-06,https://patents.google.com/patent/AU2023282274B2/en,
CA-3018186-C,Genetic variant-phenotype analysis system and methods of use ,"Regeneron Pharmaceuticals, Inc., Jeffrey Reid, Omri GOTTESMAN, Lukas HABEGGER, Brian CAJES, Jeffrey STAPLES, Evan MAXWELL","Jeffrey Reid, Omri GOTTESMAN, Lukas HABEGGER, Brian CAJES, Jeffrey STAPLES, Evan MAXWELL",2016-03-29,2017-03-29,2023-06-13,2023-06-13,https://patents.google.com/patent/CA3018186C/en,
KR-102526103-B1,Deep learning-based splice site classification ,"일루미나, 인코포레이티드","키쇼르 자가나선, 카이-하우 파, 파나기오토포울오우 소피아 크리아조포울오우, 제레미 프랜시스 맥레",2017-10-16,2018-10-15,2023-04-26,2023-04-26,https://patents.google.com/patent/KR102526103B1/en,https://patentimages.storage.googleapis.com/14/2e/e6/e681c5915b608e/112021120445867-pat00135.png
US-2022238180-A1,Methods and systems for genome analysis ,"Fabric Genomics, Inc., University Of Utah","Mark Yandell, Marc Singleton, Martin Reese, Karen EILBECK",2014-01-14,2021-11-05,2022-07-28,,https://patents.google.com/patent/US20220238180A1/en,https://patentimages.storage.googleapis.com/fa/c8/37/bc360730b2e0ad/US20220238180A1-20220728-D00000.png
US-9600627-B2,Systems and methods for genomic annotation and distributed variant interpretation ,The Scripps Research Institute,"Ali Torkamani, Nicholas Schork",2011-10-31,2015-02-05,2017-03-21,2017-03-21,https://patents.google.com/patent/US9600627B2/en,https://patentimages.storage.googleapis.com/6b/49/73/910fe5948c6711/US09600627-20170321-D00000.png
US-2020279620-A1,Methods and systems for interpretation and reporting of sequence-based genetic tests using pooled allele statistics ,"QIAGEN Redwood City, Inc, Qiagen Gmbh","Douglas E. Bassett, JR., Daniel R. Richards, Peer M. Schatz",2014-08-15,2020-05-18,2020-09-03,,https://patents.google.com/patent/US20200279620A1/en,https://patentimages.storage.googleapis.com/dd/c1/80/d14e84aaecf861/US20200279620A1-20200903-D00000.png
CN-109754856-B,Method and device for automatically generating gene detection report and electronic equipment ,荣联科技集团股份有限公司,"侯晓帆, 胡菲菲, 蔡文君, 李明壮",2018-12-07,2018-12-07,2021-06-22,2021-06-22,https://patents.google.com/patent/CN109754856B/en,https://patentimages.storage.googleapis.com/28/a4/13/34e4f5d2336248/HDA0001897119060000011.png
EP-3403208-B1,Genomic infrastructure for on-site or cloud-based dna and rna processing and analysis ,Edico Genome Corporation,"Pieter Van Rooyen, Robert J. Mcmillen, Michael Ruehle, Rami Mehio",2016-01-11,2017-01-11,2021-06-16,2021-06-16,https://patents.google.com/patent/EP3403208B1/en,https://patentimages.storage.googleapis.com/69/30/0c/4415f4940b506e/imgf0001.png
US-2020258601-A1,Targeted-panel tumor mutational burden calculation systems and methods ,Tempus Labs,Denise Lau,2018-10-17,2020-02-12,2020-08-13,,https://patents.google.com/patent/US20200258601A1/en,https://patentimages.storage.googleapis.com/8b/04/ad/2b7dab0b34774d/US20200258601A1-20200813-D00000.png
US-2021142904-A1,Systems and methods for multi-label cancer classification ,"Tempus Labs, Inc.","Jackson Michuda, Kyle Ashley Beauchamp, Joshuah Kapilivsky, Calvin McCarter, Nike Beaubier, Martin Christian Stumpe, Catherine Igartua, Joshua SK Bell, Timothy Taxter, Raphael Pelossof",2019-05-14,2021-01-15,2021-05-13,,https://patents.google.com/patent/US20210142904A1/en,https://patentimages.storage.googleapis.com/f1/7d/ed/f042b13113ecc0/US20210142904A1-20210513-D00000.png
US-10937522-B2,Systems and methods for analysis and interpretation of nucliec acid sequence data ,Life Technologies Corporation,"Brijesh Krishnaswami, Yuandan Lou, Asim Siddiqui, Heinz Breu, Amitabh Shukla, Karl Kuhlmann",2011-10-11,2018-12-06,2021-03-02,2021-03-02,https://patents.google.com/patent/US10937522B2/en,https://patentimages.storage.googleapis.com/ba/03/03/eda93f32bec7c5/US10937522-20210302-D00000.png
US-2022130554-A1,"Method for an ai powered automated analyzer for displaying comprehensive medical reports, a supervised learning ml classifier for automated protocol change, a reinforcement learning ml classifier for predetermined protocol change, an iterative or recurrent neural network natural language processor and a successive or recursive neural network natural language processor for medical learning, understanding, prediction, and prescription ",II Robert G. Hayter,II Robert G. Hayter,2013-03-15,2021-08-06,2022-04-28,,https://patents.google.com/patent/US20220130554A1/en,https://patentimages.storage.googleapis.com/70/0a/c1/c0694ef451611b/US20220130554A1-20220428-D00000.png
US-2019252041-A1,"Systems and methods for classifying, prioritizing and interpreting genetic variants and therapies using a deep neural network ",Deep Genomics Incorporated,"Brendan Frey, Michael K.K. LEUNG, Andrew Thomas DELONG, Hui Yuan XIONG, Babak ALIPANAHI, Leo J. Lee, Hannes BRETSCHNEIDER",2015-06-15,2018-11-20,2019-08-15,,https://patents.google.com/patent/US20190252041A1/en,https://patentimages.storage.googleapis.com/ad/0f/90/4f719f3d9f2748/US20190252041A1-20190815-D00001.png
US-10540591-B2,Deep learning-based techniques for pre-training deep convolutional neural networks ,"Illumina, Inc.","Hong Gao, Kai-How FARH, Samskruthi REDDY PADIGEPATI",2017-10-16,2019-05-08,2020-01-21,2020-01-21,https://patents.google.com/patent/US10540591B2/en,https://patentimages.storage.googleapis.com/91/58/c0/5d855706c88d09/US10540591-20200121-D00000.png
US-12271832-B2,Artificial intelligence engine for directed hypothesis generation and ranking ,"Tempus Ai, Inc.","Martin Stumpe, Alena HARLEY",2021-02-12,2022-02-14,2025-04-08,2025-04-08,https://patents.google.com/patent/US12271832B2/en,https://patentimages.storage.googleapis.com/03/9d/f7/98445aa0e7007e/US12271832-20250408-D00000.png
US-2024371472-A1,Methods of detecting somatic and germline variants in impure tumors ,The Translational Genomics Research Institute,"Rebecca Halperin, David Craig",2017-02-01,2024-05-06,2024-11-07,,https://patents.google.com/patent/US20240371472A1/en,https://patentimages.storage.googleapis.com/1e/46/a9/91c2a4a5d7597f/US20240371472A1-20241107-D00000.png
US-2021319908-A1,"Method and process for predicting and analyzing patient cohort response, progression, and survival ","Tempus Labs, Inc.","Hailey Lefkofsky, Ashraf Hafez, Julian Habib, Carin Fishel, Caroline Epstein",2018-12-31,2021-06-24,2021-10-14,,https://patents.google.com/patent/US20210319908A1/en,https://patentimages.storage.googleapis.com/de/47/8a/b2926e29f2e5f3/US20210319908A1-20211014-D00000.png
EP-2761520-B1,Diagnostic method and system for genetic disease search based on the phenotype and the genome of a human subject ,"Trakadis, John",John TRAKADIS,2011-09-26,2012-09-26,2020-05-13,2020-05-13,https://patents.google.com/patent/EP2761520B1/en,https://patentimages.storage.googleapis.com/b5/9d/18/70c1594ed728bd/imgf0001.png
US-10127346-B2,Systems and methods for interpreting a human genome using a synthetic reference sequence ,The Board Of Trustees Of The Leland Stanford Junior University,"Frederick Dewey, Euan A. Ashley, Matthew Wheeler, Michael Snyder, Carlos Bustamante",2011-04-13,2012-04-13,2018-11-13,2018-11-13,https://patents.google.com/patent/US10127346B2/en,https://patentimages.storage.googleapis.com/ad/4c/5d/84b2e531016d19/US10127346-20181113-D00001.png
RU-2764557-C1,Methods and systems for converting matrixes based on sparse vectors ,"Ридженерон Фармасьютикалз, Инк.","Эван МАКСВЕЛЛ, Лелэнд БАРНАРД, Ашиш ЯДЕВ, Джеффри СТЭПЛС, Джеффри РЕЙД, Лукас ХЕЙБЕГГЕР",2018-06-01,2019-05-31,2022-01-18,2022-01-18,https://patents.google.com/patent/RU2764557C1/en,https://patentimages.storage.googleapis.com/73/f6/30/2ad5e3d3003c5d/00000001.png
EP-2773954-B1,Systems and methods for genomic annotation and distributed variant interpretation ,The Scripps Research Institute,"Ali TORKAMANI, Nicholas Schork",2011-10-31,2012-10-31,2018-04-11,2018-04-11,https://patents.google.com/patent/EP2773954B1/en,https://patentimages.storage.googleapis.com/35/e5/a9/b7d1196dfd0521/imgf0001.png
EP-2951991-B1,Mixed mode for frame buffer compression ,Qualcomm Incorporated,"Chia-Yuan Teng, Natan Haim JACOBSON",2013-02-04,2014-02-03,2016-08-24,2016-08-24,https://patents.google.com/patent/EP2951991B1/en,https://patentimages.storage.googleapis.com/32/79/2d/00afab7625f590/imgf0001.png
IL-299045-A,Variant pathogenicity scoring and classification and uses thereof ,Illumina Inc,,2020-07-23,2021-07-21,2023-02-01,,https://patents.google.com/patent/IL299045A/en,
US-12136472-B2,"Molecular evidence platform for auditable, continuous optimization of variant interpretation in genetic and genomic testing and analysis ",Laboratory Corporation Of America Holdings,"Alexandre Colavin, Carlos L. Araya, Jason A. Reuter",2017-10-17,2023-09-14,2024-11-05,2024-11-05,https://patents.google.com/patent/US12136472B2/en,https://patentimages.storage.googleapis.com/c8/c7/e0/b2263a08430e9b/US12136472-20241105-D00000.png
US-10235496-B2,Systems and methods for genomic annotation and distributed variant interpretation ,The Scripps Research Institute,Ali Torkamani,2013-03-15,2014-03-07,2019-03-19,2019-03-19,https://patents.google.com/patent/US10235496B2/en,https://patentimages.storage.googleapis.com/35/d7/87/0bf137f1539ba8/US10235496-20190319-D00000.png
US-8744982-B2,Gene-specific prediction ,University Of Utah Research Foundation,"David K. Crockett, Perry G. Ridge",2011-05-12,2012-05-14,2014-06-03,2014-06-03,https://patents.google.com/patent/US8744982B2/en,https://patentimages.storage.googleapis.com/d5/69/a4/1548e6dfaa4f4f/US08744982-20140603-D00000.png
US-2019318806-A1,Variant Classifier Based on Deep Neural Networks ,"Illumina, Inc.","Aaron WISE, Kristina M. Kruglyak",2018-04-12,2019-04-12,2019-10-17,,https://patents.google.com/patent/US20190318806A1/en,https://patentimages.storage.googleapis.com/77/18/cf/020091b20c7da1/US20190318806A1-20191017-D00000.png
CN-110245685-B,"Method, system and storage medium for predicting pathogenicity of genome single site variant ",清华大学,"江瑞, 宋绍铭",2019-05-15,2019-05-15,2022-03-25,2022-03-25,https://patents.google.com/patent/CN110245685B/en,https://patentimages.storage.googleapis.com/3d/2e/fb/a7bc93c76ebcd5/HDA0002059977540000011.png
US-11875903-B2,"Method and process for predicting and analyzing patient cohort response, progression, and survival ","Tempus Labs, Inc.","Jeff Schaeffer, Hailey Lefkofsky, Carin Fishel Queen, Abigail Lammers",2018-12-31,2021-08-30,2024-01-16,2024-01-16,https://patents.google.com/patent/US11875903B2/en,https://patentimages.storage.googleapis.com/cd/91/82/46ea649d29e386/US11875903-20240116-D00000.png
US-8937653-B2,"Microscope system, specimen observing method, and computer-readable recording medium ","Olympus Corporation, Japanese Foundation For Cancer Research","Tatsuki Yamada, Futoshi Akiyama, Rie Horii",2010-08-09,2011-08-09,2015-01-20,2015-01-20,https://patents.google.com/patent/US8937653B2/en,https://patentimages.storage.googleapis.com/74/aa/77/a4ab3c3a7b07d5/US08937653-20150120-D00000.png
US-10741291-B2,Systems and methods for genomic annotation and distributed variant interpretation ,The Scripps Research Institute,Ali Torkamani,2014-03-27,2015-03-26,2020-08-11,2020-08-11,https://patents.google.com/patent/US10741291B2/en,https://patentimages.storage.googleapis.com/fa/92/2c/a79f8a4ee8f1d2/US10741291-20200811-D00000.png
US-2020395097-A1,Pan-cancer model to predict the pd-l1 status of a cancer cell sample using rna expression data and other patient data ,"Tempus Labs, Inc.","Alan Chang, Denise Lau, Aly Azeem Khan",2019-05-30,2020-05-29,2020-12-17,,https://patents.google.com/patent/US20200395097A1/en,https://patentimages.storage.googleapis.com/7d/0f/fe/e6f377c701a95f/US20200395097A1-20201217-D00000.png
US-8711098-B2,Handheld electronic device with text disambiguation employing advanced editing feature ,Blackberry Limited,"Vadim Fux, Jason T. Griffin",2005-04-04,2011-04-26,2014-04-29,2014-04-29,https://patents.google.com/patent/US8711098B2/en,https://patentimages.storage.googleapis.com/41/e7/dd/dcad16940a8775/US08711098-20140429-D00000.png
US-2020042735-A1,Method and system for selective access of stored or transmitted bioinformatics data ,Genomsys Sa,"Mohamed Khoso Baluch, Giorgio Zoia, Daniele Renzi",2016-10-11,2017-02-14,2020-02-06,,https://patents.google.com/patent/US20200042735A1/en,https://patentimages.storage.googleapis.com/26/53/f5/f08d13fbb4bd8e/US20200042735A1-20200206-D00000.png
CN-111445955-B,Novel coronavirus variation analysis method and application ,"广州微远医疗器械有限公司, 广州微远基因科技有限公司, 广州微远医学检验实验室有限公司, 深圳微远医疗科技有限公司, 微远(深圳)医学研究中心有限公司","许腾, 陈文景, 曾伟奇, 刘足, 李永军, 王小锐, 苏杭",2020-04-10,2020-04-10,2021-09-10,2021-09-10,https://patents.google.com/patent/CN111445955B/en,https://patentimages.storage.googleapis.com/a1/b7/88/5fd94d3c17efe6/DEST_PATH_HDA0002520532600000011.png
US-2022154284-A1,Determination of cytotoxic gene signature and associated systems and methods for response prediction and treatment ,"Tempus Labs, Inc.","Denise Lau, Aly A. Khan, Yinjie Gao, Michelle Marie Stein, Ameen Salahudeen, Timothy Rand, Sonal Khare",2020-11-19,2021-11-19,2022-05-19,,https://patents.google.com/patent/US20220154284A1/en,https://patentimages.storage.googleapis.com/6b/66/f4/38228be3f64e7e/US20220154284A1-20220519-D00000.png
CN-109686439-B,"Data analysis method, system and storage medium for genetic disease gene detection ",东莞博奥木华基因科技有限公司,"黄铨飞, 梁丽丝, 王杨, 陈雨, 朱鹏远",2018-12-04,2018-12-04,2020-08-28,2020-08-28,https://patents.google.com/patent/CN109686439B/en,https://patentimages.storage.googleapis.com/eb/74/34/dfd7cc0b9a231b/HDA0001891027010000011.png
JP-7453754-B2,Systems and methods for predicting the effects of genomic variation on pre-mRNA splicing ,タタ コンサルタンシー サービシズ リミテッド,"スリニワサン、ラジゴパル, ジャイン、アクリティ, チャウドゥーリ、ポウラミ",2018-07-07,2019-07-08,2024-03-21,2024-03-21,https://patents.google.com/patent/JP7453754B2/en,https://patentimages.storage.googleapis.com/3a/eb/89/cc586132f0eb2e/0007453754000011.png
US-2016371431-A1,Methods of predicting pathogenicity of genetic sequence variants ,"Counsyl, Inc.","Imran Saeedul HAQUE, Eric Andrew EVANS, Sharad Mandyam VIKRAM, Matthew David RASMUSSEN",2015-06-22,2016-06-22,2016-12-22,,https://patents.google.com/patent/US20160371431A1/en,https://patentimages.storage.googleapis.com/74/ee/cc/f9aa4a5bf5211e/US20160371431A1-20161222-D00000.png
US-2019050530-A1,Systems and Methods for Analyzing Nucleic Acids ,"Toma Biosciences, Inc.",Francisco De La Vega,2016-02-09,2017-02-09,2019-02-14,,https://patents.google.com/patent/US20190050530A1/en,https://patentimages.storage.googleapis.com/c3/4f/2a/eeef4503fa74b6/US20190050530A1-20190214-D00000.png
US-2016281166-A1,Methods and systems for screening diseases in subjects ,"Parabase Genomics, Inc.","Arindam Bhattacharjee, Tanya Sokolsky, Edwin NAYLOR, Richard B. PARAD, Evan Mauceli",2015-03-23,2016-03-23,2016-09-29,,https://patents.google.com/patent/US20160281166A1/en,https://patentimages.storage.googleapis.com/aa/c9/f3/10d3e6aced5254/US20160281166A1-20160929-D00001.png
US-8600146-B2,Method for the classification of banknotes ,Obshhestvo S Ogranichennoj Otvetstvennost'Ju ''Konstruktorskoe Bjuro ''Dors'' (OOO ''KB ''Dors''),"Petr Valer'evich Minin, Vladislav Igorevich Korotenko, Dmitry Evgen'evich Sheshukov",2010-04-08,2011-04-07,2013-12-03,2013-12-03,https://patents.google.com/patent/US8600146B2/en,https://patentimages.storage.googleapis.com/2c/80/f3/fc13efc967f60e/US08600146-20131203-D00000.png
US-2023207060-A1,Mask pattern for protein language models ,"Illumina, Inc., Illumina Cambridge Limited","Tobias HAMP, Anastasia Susanna Dagmar DIETRICH, Yibing Wu, Jeffrey Mark EDE, Kai-How FARH",2021-12-29,2022-10-27,2023-06-29,,https://patents.google.com/patent/US20230207060A1/en,https://patentimages.storage.googleapis.com/c2/72/5e/987cf52fa88a5a/US20230207060A1-20230629-D00001.png
US-2022270763-A1,"Method and process for predicting and analyzing patient cohort response, progression, and survival ","Tempus Labs, Inc.","Jeff Schaeffer, Carin Fishel, Lorenzo C. Grego, Alec Ruiz Ramon, Bo Kim",2018-12-31,2022-05-03,2022-08-25,,https://patents.google.com/patent/US20220270763A1/en,https://patentimages.storage.googleapis.com/66/ca/3d/836c5eb0217a5f/US20220270763A1-20220825-D00000.png
US-2016314245-A1,"Device, system and method for assessing risk of variant-specific gene dysfunction ","Genepeeks, Inc.","Maxwell J. SILVER, Ari Julian SILVER, Lee M. SILVER, Nigel DELANEY",2014-06-17,2016-04-22,2016-10-27,,https://patents.google.com/patent/US20160314245A1/en,https://patentimages.storage.googleapis.com/50/d7/c9/11e5add4fb2c34/US20160314245A1-20161027-D00000.png
US-2020279618-A1,Methods and systems for interpretation and reporting of sequence-based genetic tests ,"QIAGEN Redwood City, Inc., Qiagen Gmbh","Douglas E. Bassett, JR., Daniel R. Richards, Peer M. Schatz",2014-06-30,2020-05-18,2020-09-03,,https://patents.google.com/patent/US20200279618A1/en,https://patentimages.storage.googleapis.com/d8/f1/54/ced74604a68a57/US20200279618A1-20200903-D00000.png
JP-2020524350-A5,Patent JP2020524350A5 ,,,,2018-06-19,2021-08-05,,https://patents.google.com/patent/JP2020524350A5/en,
AU-2021203538-B2,Deep learning-based framework for identifying sequence patterns that cause sequence-specific errors (SSEs) ,"Illumina, Inc.","Kai-How FARH, Dorna KASHEFHAGHIGHI, Amirali Kia",2018-07-11,2021-05-31,2023-07-06,2023-07-06,https://patents.google.com/patent/AU2021203538B2/en,
