search URL:,https://patents.google.com/?q=%22Bayesian%22+AND+%28%22gene+panel%22+OR+%22variant+interpretation%22+OR+%22genetic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CA-2894317-C,"Systems and methods for classifying, prioritizing and interpreting genetic variants and therapies using a deep neural network ","Deep Genomics Incorporated, Brendan Frey, Michael K.K. Leung, Andrew Thomas Delong, Hui Yuan XIONG, Babak Alipanahi, Leo J. Lee, Hannes Bretschneider","Brendan Frey, Michael K.K. Leung, Andrew Thomas Delong, Hui Yuan XIONG, Babak Alipanahi, Leo J. Lee, Hannes Bretschneider",2015-06-15,2015-06-15,2023-08-15,2023-08-15,https://patents.google.com/patent/CA2894317C/en,
RU-2620959-C2,Methods of noninvasive prenatal paternity determination ,"Натера, Инк.","Эллисон РАЙАН, Стаймир СИГУРДЖОНССОН, Милена БАНДЖЕВИК, Джордж ДЖЕМЕЛОС, Мэтью ХИЛЛ, Йохан БАНЕР, Мэтью РАБИНОВИТЦ, Закари ДЕМКО",2010-12-22,2011-12-22,2017-05-30,2017-05-30,https://patents.google.com/patent/RU2620959C2/en,https://patentimages.storage.googleapis.com/6c/c4/2d/acc71b766f243a/00000030.png
US-11788153-B2,Methods for early detection of cancer ,"Guardant Health, Inc.","Stefanie Ann Ward MORTIMER, AmirAli Talasaz, Darya Chudova, Helmy Eltoukhy",2016-04-14,2022-10-19,2023-10-17,2023-10-17,https://patents.google.com/patent/US11788153B2/en,https://patentimages.storage.googleapis.com/f0/82/f1/b61391c5aaca87/US11788153-20231017-D00001.png
AU-2023282218-B2,Systems and methods for leveraging relatedness in genomic data analysis ,"Regeneron Pharmaceuticals, Inc.","Lukas HABEGGER, Jeffrey Reid, Jeffrey STAPLES",2017-09-07,2023-12-13,2025-04-24,2025-04-24,https://patents.google.com/patent/AU2023282218B2/en,
US-8877442-B2,Non-invasive determination of fetal inheritance of parental haplotypes at the genome-wide scale ,The Board Of Trustees Of The Leland Stanford Junior University,"Stephen R. Quake, Hei-Mun C. Fan",2010-12-07,2011-12-07,2014-11-04,2014-11-04,https://patents.google.com/patent/US8877442B2/en,https://patentimages.storage.googleapis.com/2e/4e/7e/592208e3ae5340/US08877442-20141104-D00000.png
US-2021257047-A1,Methods and systems for refining copy number variation in a liquid biopsy assay ,"Tempus Labs, Inc.","Wei Zhu, Robert Tell, Terri M. Driessen",2020-02-18,2021-02-18,2021-08-19,,https://patents.google.com/patent/US20210257047A1/en,https://patentimages.storage.googleapis.com/8a/08/ce/81845061a19a25/US20210257047A1-20210819-D00000.png
US-2021098078-A1,Methods and systems for detecting microsatellite instability of a cancer in a liquid biopsy assay ,"Tempus Labs, Inc.","Ariane Lozac'hmeur, Aly A. Khan, Jason Perera, Denise Lau, Ashraf Hafez",2019-08-01,2020-07-31,2021-04-01,,https://patents.google.com/patent/US20210098078A1/en,https://patentimages.storage.googleapis.com/b5/65/97/608bd01140e266/US20210098078A1-20210401-D00000.png
AU-2021200915-B2,Genetic analysis method ,"Agilent Technologies, Inc.","Benoit DEVOGELAERE, Herman VERRELST",2013-11-08,2021-02-12,2022-12-08,2022-12-08,https://patents.google.com/patent/AU2021200915B2/en,
US-11367508-B2,Systems and methods for detecting cellular pathway dysregulation in cancer specimens ,"Tempus Labs, Inc.","Nike T. Beaubier, Joshua S K Bell, Catherine Igartua, Hailey B. Lefkofsky, Lee F. Langer, Joshua Drews",2019-08-16,2020-08-14,2022-06-21,2022-06-21,https://patents.google.com/patent/US11367508B2/en,https://patentimages.storage.googleapis.com/4a/74/d8/231621cb62210b/US11367508-20220621-D00001.png
JP-2023089062-A,Methods and systems for analyzing nucleic acid molecules ,"ガーダント ヘルス， インコーポレイテッド, Guardant Health Inc","ケネディ アンドリュー, Kennedy Andrew, アン ウォード モーティマー ステファニー, Ann Ward MORTIMER Stefanie, エルトーキー ヘルミー, Eltoukhy Helmy, タラサズ アミルアリ, Talasaz Amirali, アブドゥエヴァ ダイアナ, Abdueva Diana, シュルツ マシュー, Schultz Matthew",2016-12-22,2023-04-04,2023-06-27,,https://patents.google.com/patent/JP2023089062A/en,https://patentimages.storage.googleapis.com/a4/cf/07/0d25415f849b99/2023089062000004.png
EP-3325653-B1,Gene signature for immune therapies in cancer ,Almac Diagnostic Services Limited,"Timothy Davison, Jude O'donnell, Max Bylesjo, Fionnuala Patterson, Steve Deharo, Laura A. Hill, Katherine E. Keating, Vitali Proutski, Denis Paul Harkin, Richard Kennedy, Nicolas Goffard, Steven Walker, Laura TAGGART, Eileen PARKES",2015-07-21,2016-07-21,2020-07-15,2020-07-15,https://patents.google.com/patent/EP3325653B1/en,https://patentimages.storage.googleapis.com/49/9d/78/bfe62ba37e6b18/imgf0001.png
US-2019024151-A1,Chromosomal analysis by molecular karyotyping ,Bluegnome Limited,Alan Handyside,2005-11-15,2018-09-26,2019-01-24,,https://patents.google.com/patent/US20190024151A1/en,https://patentimages.storage.googleapis.com/2e/b1/63/2b204d63053e90/US20190024151A1-20190124-D00000.png
US-2022189600-A1,Unsupervised Learning And Prediction Of Lines Of Therapy From High-Dimensional Longitudinal Medications Data ,"Tempus Labs, Inc.","Mathew Barber, Ryan Mork",2019-08-22,2022-03-03,2022-06-16,,https://patents.google.com/patent/US20220189600A1/en,https://patentimages.storage.googleapis.com/aa/da/83/643b997e5590ae/US20220189600A1-20220616-D00000.png
JP-6297972-B2,Sequencing small quantities of complex nucleic acids ,コンプリート・ジェノミックス・インコーポレイテッド,"ラドジェ・ドルマナック, ブロック・エイ・ピータース, バーラム・ガファルザデー・ケルマニ",2011-04-14,2012-04-16,2018-03-20,2018-03-20,https://patents.google.com/patent/JP6297972B2/en,
RU-2650790-C2,Highly multiplex pcr methods and compositions ,"Натера, Инк.","Бернхард Циммерманн, Мэттью М. ХИЛЛ, Филипп Гилберт ЛАКРОУТ, Майкл ДОДД",2012-07-24,2012-11-21,2018-04-17,2018-04-17,https://patents.google.com/patent/RU2650790C2/en,https://patentimages.storage.googleapis.com/43/f6/0d/0fddeb6d5316d8/00000040.png
AU-2012242525-B2,Processing and analysis of complex nucleic acid sequence data ,"Complete Genomics, Inc.","Radoje Drmanac, Bahram Ghaffarzadeh Kermani, Brock A. Peters",2011-04-14,2012-04-13,2015-09-17,2015-09-17,https://patents.google.com/patent/AU2012242525B2/en,
CN-108611399-B,Multilabelling of long DNA fragments ,完整基因有限公司,"罗多吉·德尔马纳茨, 布罗克·A·彼得斯, 安德烈·阿列克谢耶夫",2013-03-15,2014-03-17,2023-03-10,2023-03-10,https://patents.google.com/patent/CN108611399B/en,https://patentimages.storage.googleapis.com/f9/a3/79/01ad38c8c4d23f/HDA0001654763780000011.png
US-9994906-B2,Fetal chromosomal aneuploidy diagnosis ,Multiplicom Nv,"Jurgen Del-Favero, Dirk Goossens, Lien Heyrman",2011-10-18,2017-02-13,2018-06-12,2018-06-12,https://patents.google.com/patent/US9994906B2/en,https://patentimages.storage.googleapis.com/bd/d9/5a/6bc762a87eacde/US09994906-20180612-D00001.png
US-10316362-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2015-10-20,2019-06-11,2019-06-11,https://patents.google.com/patent/US10316362B2/en,https://patentimages.storage.googleapis.com/f0/65/50/43caded1c369a1/US10316362-20190611-D00001.png
US-2022356526-A1,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2022-06-16,2022-11-10,,https://patents.google.com/patent/US20220356526A1/en,https://patentimages.storage.googleapis.com/59/5d/a7/833828e9203fd8/US20220356526A1-20221110-D00001.png
US-10597708-B2,Methods for simultaneous amplifications of target loci ,"Natera, Inc.","Bernhard Zimmermann, Matthew Hill, Philippe Lacroute, Michael Dodd, Alexander Wong",2014-04-21,2019-04-30,2020-03-24,2020-03-24,https://patents.google.com/patent/US10597708B2/en,https://patentimages.storage.googleapis.com/d0/48/e1/16195819d782a7/US10597708-20200324-D00001.png
US-12221653-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2022-03-03,2025-02-11,2025-02-11,https://patents.google.com/patent/US12221653B2/en,https://patentimages.storage.googleapis.com/e3/1b/ee/a7463fca174430/US12221653-20250211-D00001.png
US-2022411875-A1,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Matthew Rabinowitz, Matthew Micah Hill, Bernhard Zimmermann, Johan Baner, George Gemelos, Milena Banjevic, Allison Ryan, Styrmir Sigurjonsson, Zachary Demko",2012-10-03,2022-07-19,2022-12-29,,https://patents.google.com/patent/US20220411875A1/en,https://patentimages.storage.googleapis.com/f9/c4/15/f385154fce045f/US20220411875A1-20221229-D00001.png
US-11332793-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Matthew Rabinowitz, Matthew Micah Hill, Bernhard Zimmermann, Johan Baner, George Gemelos, Milena Banjevic, Allison Ryan, Styrmir Sigurjonsson, Zachary Demko",2010-05-18,2020-01-30,2022-05-17,2022-05-17,https://patents.google.com/patent/US11332793B2/en,https://patentimages.storage.googleapis.com/be/9b/10/1c45d54a9a7abd/US11332793-20220517-D00001.png
US-11939634-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2020-09-11,2024-03-26,2024-03-26,https://patents.google.com/patent/US11939634B2/en,https://patentimages.storage.googleapis.com/c0/25/5d/9c1a9521553ea2/US11939634-20240326-D00001.png
US-9183496-B2,Methods and systems for genomic analysis ,"Personalis, Inc.","Jason Harris, Mark R. Pratt, John West, Richard Chen, Ming Li",2013-08-30,2014-08-29,2015-11-10,2015-11-10,https://patents.google.com/patent/US9183496B2/en,https://patentimages.storage.googleapis.com/f6/7d/43/7c738d31957baf/US09183496-20151110-D00001.png
US-11634773-B2,Analysis of HLA alleles in tumours and the uses thereof ,"The Francis Crick Institute Limited, University College London, Cancer Research Technology Limited","Charles Swanton, Nicholas Mcgranahan, Rachel Rosenthal",2017-07-14,2018-07-13,2023-04-25,2023-04-25,https://patents.google.com/patent/US11634773B2/en,https://patentimages.storage.googleapis.com/68/94/25/e73b7fcb7227e6/US11634773-20230425-D00001.png
EP-2749655-B1,"Single cell classification method, gene screening method and device thereof ","BGI Shenzhen Co., Limited, BGI Shenzhen","Xun Xu, Li Bao, Weiming He, Yong Hou, Ye Tao",2011-08-25,2012-08-24,2019-07-03,2019-07-03,https://patents.google.com/patent/EP2749655B1/en,https://patentimages.storage.googleapis.com/46/8f/e5/a1d24b173b172b/imgf0001.png
US-11942220-B2,Methods and apparatus for assessing embryo development ,Vitrolife A/S,"Jens RIMESTAD, Jørgen Berntsen, Michael Sass HANSEN, Sebastian Gerrit Jan Brandes KRAAIJENZANK",2018-06-28,2019-05-29,2024-03-26,2024-03-26,https://patents.google.com/patent/US11942220B2/en,https://patentimages.storage.googleapis.com/e2/68/45/0fbffef6ce0ff6/US11942220-20240326-D00000.png
JP-5732110-B2,Evaluation of embryo quality based on blastomere division and movement ,"ウニセンス フェルティリテック アー／エス, ウニセンス  フェルティリテック  アー／エス","ベー． ラムシング ニールス, ベー．  ラムシング ニールス, ベルンセン イェルゲン, ベルンセン イェルゲン",2006-06-16,2013-07-05,2015-06-10,2015-06-10,https://patents.google.com/patent/JP5732110B2/en,
US-8515679-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Scott Johnson, Dusan Kijacic, Dimitri Petrov, Josh Sweetkind-Singer, Jing Xu",2005-12-06,2008-03-17,2013-08-20,2013-08-20,https://patents.google.com/patent/US8515679B2/en,
EP-2321642-B1,Methods for allele calling and ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Joshua Sweetkind-Singer",2008-08-04,2009-08-04,2017-01-11,2017-01-11,https://patents.google.com/patent/EP2321642B1/en,https://patentimages.storage.googleapis.com/dc/3a/02/091c1b0c759078/imgf0001.png
CN-104364392-B,For the composition and kit of numerator counts ,赛卢拉研究公司,"格伦·K·弗, 斯蒂芬·P·A·福多尔, 朱莉·威廉米",2012-02-27,2013-02-27,2018-05-25,2018-05-25,https://patents.google.com/patent/CN104364392B/en,
US-7935482-B2,Gene expression profiling for identification monitoring and treatment of rheumatoid arthritis ,"Source Precision Medicine, Inc.","Danute Bankaitis-Davis, Kathy Storm, Lisa Siconolfi, David B. Trollinger, Karl Wassmann",2005-09-27,2006-09-27,2011-05-03,2011-05-03,https://patents.google.com/patent/US7935482B2/en,https://patentimages.storage.googleapis.com/59/58/39/4b1019b0fe3e76/US07935482-20110503-D00001.png
