search URL:,https://patents.google.com/?q=%22allele+frequency%22+AND+%28%22disease+probability%22+OR+%22variant+scoring%22+OR+%22genetic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2023343411-A1,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2010-05-18,2023-07-10,2023-10-26,,https://patents.google.com/patent/US20230343411A1/en,https://patentimages.storage.googleapis.com/a0/1f/a2/54fd6b5bff3744/US20230343411A1-20231026-D00001.png
WO-2023246949-A1,Non-invasive method for determining parentage before birth by using microhaplotypes ,厦门万基生物科技有限公司,"陈洪亮, 李依寒, 郑海灵, 祝兴强, 徐欢, 肖月, 郭萍, 何芝, 吴书凌, 吴梦婷",2022-06-24,2023-07-17,2023-12-28,,https://patents.google.com/patent/WO2023246949A1/en,
US-2020279620-A1,Methods and systems for interpretation and reporting of sequence-based genetic tests using pooled allele statistics ,"QIAGEN Redwood City, Inc, Qiagen Gmbh","Douglas E. Bassett, JR., Daniel R. Richards, Peer M. Schatz",2014-08-15,2020-05-18,2020-09-03,,https://patents.google.com/patent/US20200279620A1/en,https://patentimages.storage.googleapis.com/dd/c1/80/d14e84aaecf861/US20200279620A1-20200903-D00000.png
JP-6659575-B2,Mutation detection and chromosomal segment ploidy ,"ナテラ， インコーポレイテッド, ナテラ，  インコーポレイテッド","バビアーツ ジョシュア, バビアーツ ジョシュア, ポンピリウ コンスタンティン チューダー, ポンピリウ  コンスタンティン チューダー, エー．ユーバンク レーン, エー．ユーバンク レーン, ゲメロス ジョージ, ゲメロス ジョージ, ミカー ヒル マシュー, ミカー  ヒル マシュー, エサー キルキツラー フセイン, エサー  キルキツラー フセイン, ラビノビッツ マシュー, ラビノビッツ マシュー, サカリヤ オヌール, サカリヤ オヌール, シグルヨンソン スティルミル, シグルヨンソン スティルミル, ジンマーマン ベルンハルト, ジンマーマン ベルンハルト",2014-04-21,2015-04-21,2020-03-04,2020-03-04,https://patents.google.com/patent/JP6659575B2/en,
US-10262755-B2,Detecting cancer mutations and aneuploidy in chromosomal segments ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2014-04-21,2015-10-14,2019-04-16,2019-04-16,https://patents.google.com/patent/US10262755B2/en,https://patentimages.storage.googleapis.com/dc/3f/fe/1ccf29d529dd4c/US10262755-20190416-D00001.png
US-2019309358-A1,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2010-05-18,2019-04-25,2019-10-10,,https://patents.google.com/patent/US20190309358A1/en,https://patentimages.storage.googleapis.com/66/9d/c6/f72f31dcdc0ff1/US20190309358A1-20191010-D00001.png
US-12152275-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2010-05-18,2019-06-18,2024-11-26,2024-11-26,https://patents.google.com/patent/US12152275B2/en,https://patentimages.storage.googleapis.com/b9/fe/bf/ae4ebcd118dcb3/US12152275-20241126-D00001.png
US-2019325988-A1,Method and system for rapid genetic analysis ,Rady Children's Hospital Research Center,"Stephen Kingsmore, Narayanan Veeraraghavan, Michelle Marie Clark",2018-04-18,2019-04-18,2019-10-24,,https://patents.google.com/patent/US20190325988A1/en,https://patentimages.storage.googleapis.com/a5/62/ae/330f2ce729a085/US20190325988A1-20191024-D00001.png
EP-2614161-B1,"Variant annotation, analysis and selection tool ","Fabric Genomics, Inc., University of Utah Research Foundation","Mark Yandell, Martin Reese, Chad Huff, Hao Hu, Marvin Moore",2010-09-09,2011-09-09,2020-11-04,2020-11-04,https://patents.google.com/patent/EP2614161B1/en,https://patentimages.storage.googleapis.com/ce/5a/60/69d377876d10a8/imgf0001.png
JP-4515524-B2,Normal-tension glaucoma disease susceptibility gene and use thereof ,株式会社メニコン,信久 水木,2008-11-27,2009-03-12,2010-08-04,2010-08-04,https://patents.google.com/patent/JP4515524B2/en,
US-11332785-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner, Styrmir Sigurjonsson",2010-05-18,2019-05-14,2022-05-17,2022-05-17,https://patents.google.com/patent/US11332785B2/en,https://patentimages.storage.googleapis.com/71/6f/7c/d7064e513ad231/US11332785-20220517-D00001.png
US-2010206316-A1,Method for determining chromosomal defects in an ivf embryo ,"Scott Jr Richard T, Treff Nathan R","Richard T. Scott, JR., Nathan R. Treff",2009-01-21,2010-01-20,2010-08-19,,https://patents.google.com/patent/US20100206316A1/en,https://patentimages.storage.googleapis.com/3a/e3/9a/613503b3e56710/US20100206316A1-20100819-D00000.png
JP-7343453-B2,Methods and systems for interpretation and reporting of sequence-based genetic tests ,"キアゲン レッドウッド シティ，インコーポレイテッド, キアゲン ゲゼルシャフト ミット ベシュレンクテル ハフツング","ダグラス， イー． ジュニア． バセット，, ダニエル， アール． リチャーズ，, ピアー， エム． シャッツ，",2014-06-30,2020-07-17,2023-09-12,2023-09-12,https://patents.google.com/patent/JP7343453B2/en,https://patentimages.storage.googleapis.com/43/ba/30/def7fdcc3612b5/0007343453000001.png
US-11339429-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner, Styrmir Sigurjonsson",2010-05-18,2019-05-14,2022-05-24,2022-05-24,https://patents.google.com/patent/US11339429B2/en,https://patentimages.storage.googleapis.com/32/31/7e/a55c5691500212/US11339429-20220524-D00001.png
US-2020350034-A1,Method for Non-Invasive Prenatal Testing Using Parental Mosaicism Data ,"Natera, Inc.",Matthew Rabinowitz,2012-08-17,2020-07-21,2020-11-05,,https://patents.google.com/patent/US20200350034A1/en,https://patentimages.storage.googleapis.com/f9/a4/79/3dc9cac3b66e7b/US20200350034A1-20201105-D00001.png
US-2019284623-A1,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2010-05-18,2019-05-14,2019-09-19,,https://patents.google.com/patent/US20190284623A1/en,https://patentimages.storage.googleapis.com/e6/51/75/d5012411102a8a/US20190284623A1-20190919-D00001.png
CN-116403644-B,Method and device for predicting cancer risk ,深圳吉因加信息科技有限公司,"王科, 方欢, 刘涛",2023-03-03,2023-03-03,2023-12-05,2023-12-05,https://patents.google.com/patent/CN116403644B/en,
JP-2024086739-A,Methods for analyzing circulating cells ,"ナテラ， インコーポレイテッド, Natera Inc","ブレヴノフ，マキシム, Brevnov Maxim, リバーズ，エリザベス, Rivers Elizabeth",2018-12-17,2024-03-26,2024-06-28,,https://patents.google.com/patent/JP2024086739A/en,
JP-6297972-B2,Sequencing small quantities of complex nucleic acids ,コンプリート・ジェノミックス・インコーポレイテッド,"ラドジェ・ドルマナック, ブロック・エイ・ピータース, バーラム・ガファルザデー・ケルマニ",2011-04-14,2012-04-16,2018-03-20,2018-03-20,https://patents.google.com/patent/JP6297972B2/en,
CN-111575378-B,"Detection method, detection composition and detection kit for hereditary breast cancer and ovarian cancer syndrome ","中信湘雅生殖与遗传专科医院有限公司, 北京嘉宝仁和医疗科技股份有限公司","杜娟, 戴婧, 费嘉, 张癸荣, 张毅, 伍昌胜, 胡晓, 乔国枝, 万振兴, 林戈, 卢光琇",2020-04-26,2020-05-22,2023-06-13,2023-06-13,https://patents.google.com/patent/CN111575378B/en,
US-10083273-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Johnson, Dusan Kijacic, Dimitri Petrov, Joshua Sweetkind-Singer, Jing Xu",2005-07-29,2013-07-23,2018-09-25,2018-09-25,https://patents.google.com/patent/US10083273B2/en,https://patentimages.storage.googleapis.com/ed/90/b3/b63c78388f47c1/US10083273-20180925-D00001.png
US-11111543-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Johnson, Dusan Kijacic, Dimitri Petrov, Joshua Sweetkind-Singer, Jing Xu",2005-07-29,2020-02-27,2021-09-07,2021-09-07,https://patents.google.com/patent/US11111543B2/en,https://patentimages.storage.googleapis.com/6c/e0/ca/17a60573cfb3e1/US11111543-20210907-D00001.png
US-10260096-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Johnson, Dusan Kijacic, Dimitri Petrov, Joshua Sweetkind-Singer, Jing Xu",2005-07-29,2017-03-01,2019-04-16,2019-04-16,https://patents.google.com/patent/US10260096B2/en,https://patentimages.storage.googleapis.com/b3/f0/9f/28ccef3ad76e9c/US10260096-20190416-D00001.png
US-11111544-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Johnson, Dusan Kijacic, Dimitri Petrov, Joshua Sweetkind-Singer, Jing Xu",2005-07-29,2020-03-18,2021-09-07,2021-09-07,https://patents.google.com/patent/US11111544B2/en,https://patentimages.storage.googleapis.com/e3/3e/89/ec2324d0cf59b4/US11111544-20210907-D00001.png
AU-2021200915-B2,Genetic analysis method ,"Agilent Technologies, Inc.","Benoit DEVOGELAERE, Herman VERRELST",2013-11-08,2021-02-12,2022-12-08,2022-12-08,https://patents.google.com/patent/AU2021200915B2/en,
US-10316362-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2015-10-20,2019-06-11,2019-06-11,https://patents.google.com/patent/US10316362B2/en,https://patentimages.storage.googleapis.com/f0/65/50/43caded1c369a1/US10316362-20190611-D00001.png
EP-2902500-B1,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmermann, Johan Baner",2011-02-09,2011-11-18,2017-01-11,2017-01-11,https://patents.google.com/patent/EP2902500B1/en,https://patentimages.storage.googleapis.com/7f/1c/c4/4f824312bae515/imgf0001.png
US-11332793-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Matthew Rabinowitz, Matthew Micah Hill, Bernhard Zimmermann, Johan Baner, George Gemelos, Milena Banjevic, Allison Ryan, Styrmir Sigurjonsson, Zachary Demko",2010-05-18,2020-01-30,2022-05-17,2022-05-17,https://patents.google.com/patent/US11332793B2/en,https://patentimages.storage.googleapis.com/be/9b/10/1c45d54a9a7abd/US11332793-20220517-D00001.png
US-12221653-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2022-03-03,2025-02-11,2025-02-11,https://patents.google.com/patent/US12221653B2/en,https://patentimages.storage.googleapis.com/e3/1b/ee/a7463fca174430/US12221653-20250211-D00001.png
US-9677118-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Bernhard Zimmermann, Matthew Hill, Philippe Lacroute, Michael Dodd, Alexander Wong",2014-04-21,2014-11-24,2017-06-13,2017-06-13,https://patents.google.com/patent/US9677118B2/en,https://patentimages.storage.googleapis.com/41/f4/70/f4aaebdef54093/US09677118-20170613-D00001.png
US-11939634-B2,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2020-09-11,2024-03-26,2024-03-26,https://patents.google.com/patent/US11939634B2/en,https://patentimages.storage.googleapis.com/c0/25/5d/9c1a9521553ea2/US11939634-20240326-D00001.png
US-2022356526-A1,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2022-06-16,2022-11-10,,https://patents.google.com/patent/US20220356526A1/en,https://patentimages.storage.googleapis.com/59/5d/a7/833828e9203fd8/US20220356526A1-20221110-D00001.png
US-2022411875-A1,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Matthew Rabinowitz, Matthew Micah Hill, Bernhard Zimmermann, Johan Baner, George Gemelos, Milena Banjevic, Allison Ryan, Styrmir Sigurjonsson, Zachary Demko",2012-10-03,2022-07-19,2022-12-29,,https://patents.google.com/patent/US20220411875A1/en,https://patentimages.storage.googleapis.com/f9/c4/15/f385154fce045f/US20220411875A1-20221229-D00001.png
US-2019256917-A1,Methods for simultaneous amplification of target loci ,"Natera, Inc.","Joshua Babiarz, Tudor Pompiliu Constantin, Lane A. Eubank, George Gemelos, Matthew Micah Hill, Huseyin Eser Kirkizlar, Matthew Rabinowitz, Onur Sakarya, Styrmir Sigurjonsson, Bernhard Zimmermann",2010-05-18,2019-04-30,2019-08-22,,https://patents.google.com/patent/US20190256917A1/en,https://patentimages.storage.googleapis.com/92/f5/7b/ed3db6793696de/US20190256917A1-20190822-D00001.png
CN-112840404-A,"Methods, systems, and uses for eliminating noisy genetic data, haplotype phasing, and reconstructing progeny genomes ",苏州亿康医学检验有限公司,"邹央云, 陆思嘉, 胡春旭",2019-10-18,2020-10-16,2021-05-25,,https://patents.google.com/patent/CN112840404A/en,https://patentimages.storage.googleapis.com/58/19/8a/d33cb787fe6b31/PCTCN2020121432-APPB-300001.png
US-2016239603-A1,Computer-implemented associations of nucleic and amino acid sequence polymorphisms with phenotypes. ,Michael James Brown,Michael James Brown,2015-02-18,2015-02-18,2016-08-18,,https://patents.google.com/patent/US20160239603A1/en,https://patentimages.storage.googleapis.com/69/1a/d6/80145b2b23bc71/US20160239603A1-20160818-D00000.png
US-8515679-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Scott Johnson, Dusan Kijacic, Dimitri Petrov, Josh Sweetkind-Singer, Jing Xu",2005-12-06,2008-03-17,2013-08-20,2013-08-20,https://patents.google.com/patent/US8515679B2/en,
US-7996157-B2,Genetic diagnosis using multiple sequence variant analysis ,Methexis Genomics N.V.,"Marc Zabeau, Patrick Stanssens, Yannick Gansemans",2003-02-27,2009-09-03,2011-08-09,2011-08-09,https://patents.google.com/patent/US7996157B2/en,https://patentimages.storage.googleapis.com/1c/08/32/05f66e0d4b6ef0/US07996157-20110809-D00001.png
US-9994902-B2,"Methods and genotyping panels for detecting alleles, genomes, and transcriptomes ","Progenity, Inc.","Arnold R. Oliphant, Kurt A. Krummel, Haichuan Zhang, Andrew S. Katz",2008-12-22,2015-05-01,2018-06-12,2018-06-12,https://patents.google.com/patent/US9994902B2/en,
JP-6328934-B2,Noninvasive prenatal testing ,"ナテラ， インコーポレイテッド, ナテラ，  インコーポレイテッド","アリソン ライアン，, アリソン ライアン，, スティルミル シグルヨンソン，, スティルミル シグルヨンソン，, ミレナ バンジェビック，, ミレナ バンジェビック，, ジョージ ゲメロス，, ジョージ ゲメロス，, マシュー ヒル，, マシュー ヒル，, ヨハン バネル，, ヨハン バネル，, マシュー ラビノビッツ，, マシュー ラビノビッツ，, ザカリー デムコ，, ザカリー デムコ，",2010-12-22,2011-12-22,2018-05-23,2018-05-23,https://patents.google.com/patent/JP6328934B2/en,
US-11306357-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, George Gemelos, Milena Banjevic, Allison Ryan, Zachary Demko, Matthew Hill, Bernhard Zimmerman, Johan Baner",2010-05-18,2014-02-12,2022-04-19,2022-04-19,https://patents.google.com/patent/US11306357B2/en,https://patentimages.storage.googleapis.com/33/e3/1d/a66fa92398abdb/US11306357-20220419-D00001.png
AU-2021200411-A1,Methods and systems for genome analysis ,"Fabric Genomics, Inc., University Of Utah","Karen EILBECK, Martin Reese, Marc Singleton, Mark Yandell",2014-01-14,2021-01-22,2021-03-18,,https://patents.google.com/patent/AU2021200411A1/en,
US-11746376-B2,Methods for amplification of cell-free DNA using ligated adaptors and universal and inner target-specific primers for multiplexed nested PCR ,"Natera, Inc.","Matthew Rabinowitz, Matthew Hill, Bernhard Zimmermann, Johan Baner, George Gemelos, Milena Banjevic, Allison Ryan, Styrmir Sigurjonsson, Zachary Demko",2010-05-18,2020-02-20,2023-09-05,2023-09-05,https://patents.google.com/patent/US11746376B2/en,https://patentimages.storage.googleapis.com/80/e8/c4/f5622c6dec4830/US11746376-20230905-D00001.png
US-11326208-B2,Methods for nested PCR amplification of cell-free DNA ,"Natera, Inc.","Matthew Rabinowitz, Matthew Hill, Bernhard Zimmermann, Johan Baner, George Gemelos, Milena Banjevic, Allison Ryan, Styrmir Sigurjonsson, Zachary Demko",2010-05-18,2021-05-14,2022-05-10,2022-05-10,https://patents.google.com/patent/US11326208B2/en,https://patentimages.storage.googleapis.com/2d/63/23/c0cdc36d2f4473/US11326208-20220510-D00001.png
JP-2010259390-A,Method for detecting or diagnosing moyamoya disease risk by detecting gene mutation ,"Tohoku Univ, 国立大学法人東北大学","Shigeo Go, 繁夫 呉, Yoichi Matsubara, 松原洋一",2009-05-08,2009-05-08,2010-11-18,,https://patents.google.com/patent/JP2010259390A/en,
EP-2714938-B1,Methods of amplifying whole genome of a single cell ,President and Fellows of Harvard College,"Xiaoliang Sunney Xie, Chenghang ZONG, Sijia Lu",2011-05-27,2012-05-22,2017-11-15,2017-11-15,https://patents.google.com/patent/EP2714938B1/en,https://patentimages.storage.googleapis.com/90/ec/85/b48f2eaae8cb30/imgf0001.png
KR-102273717-B1,Deep learning-based variant classifier ,"일루미나, 인코포레이티드, 일루미나 케임브리지 리미티드","올리 벤자민 슐츠-트리글라프, 앤서니 제임스 콕스, 카이-하우 파",2018-01-15,2019-01-14,2021-07-06,2021-07-06,https://patents.google.com/patent/KR102273717B1/en,https://patentimages.storage.googleapis.com/a6/c2/8d/eb7ecebeb4d551/112019133175701-pct00011.png
US-2019087537-A1,Method and System for DNA Analysis ,Mark W. Perlin,Mark W. Perlin,2000-02-15,2018-11-20,2019-03-21,,https://patents.google.com/patent/US20190087537A1/en,https://patentimages.storage.googleapis.com/c6/89/be/9c7a708d1efa32/US20190087537A1-20190321-D00001.png
US-7790393-B2,Amplification methods and compositions ,"Third Wave Technologies, Inc.","Victor I. Lyamichev, Andrew A. Lukowiak, Nancy Jarvis, David Kurensky",2001-10-12,2008-07-16,2010-09-07,2010-09-07,https://patents.google.com/patent/US7790393B2/en,https://patentimages.storage.googleapis.com/b3/90/c1/defd383cf77bbf/US07790393-20100907-D00001.png
JP-6585117-B2,Diagnosis of fetal chromosomal aneuploidy ,"マルチプリコム・ナムローゼ・フエンノートシャップＭｕｌｔｉｐｌｉｃｏｍ Ｎｖ, マルチプリコム・ナムローゼ・フエンノートシャップ","デル−ファベロ，ユルゲン, グーセンス，ディルク, ヘイルマン，リーン",2011-10-18,2017-04-13,2019-10-02,2019-10-02,https://patents.google.com/patent/JP6585117B2/en,
JP-7592060-B2,Immunogenic mutant peptide screening platform ,ジェネンテック， インコーポレイテッド,"レリア ドゥラマーレ，, パトリック ラパダス，, イラ メルマン，, マヘーシュ ヤーダヴ，, スジット ジュンジュンワラ，, ジェニー リル，",2014-09-10,2022-11-08,2024-11-29,2024-11-29,https://patents.google.com/patent/JP7592060B2/en,https://patentimages.storage.googleapis.com/22/0c/c8/a5eb2bdebbc594/0007592060000002.png
US-2010087441-A1,Prognostic Method ,"Arrate Eguiara, Tejedor Hernandez Diego, Martinez Antonio Martinez, Simon Buela Laureano","Arrate Eguiara, Diego Tejedor Hernández, Antonio Martínez Martínez, Laureano Simón Buela",2006-07-12,2007-07-12,2010-04-08,,https://patents.google.com/patent/US20100087441A1/en,https://patentimages.storage.googleapis.com/c4/fb/50/8cf2d848a95bd6/US20100087441A1-20100408-D00001.png
US-2021327538-A1,Methods and systems for calling ploidy states using a neural network ,"Natera, Inc.","Agust EGILSSON, George Gemelos, Styrmir Sigurjonsson",2018-07-17,2019-07-16,2021-10-21,,https://patents.google.com/patent/US20210327538A1/en,https://patentimages.storage.googleapis.com/74/96/8a/1a6071260954c5/US20210327538A1-20211021-D00000.png
