search URL:,https://patents.google.com/?q=%22genome-wide%22+AND+%28%22variant+classification%22+OR+%22disease+probability%22%29+AND+%22Bayesian%22
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9910962-B1,Genetic and environmental risk engine and methods thereof ,"Basehealth, Inc.","Hossein Fakhrai-Rad, Keyan Salari, Dara Patrick Dowlatshahi, Abdolkarim Pourak, Harshna Harshvadan Kapashi, Malekeh Amini, Pouria Mojabi, Celine Becquet, Prakash Menon, Mehrdad Rezaee",2013-01-22,2013-12-12,2018-03-06,2018-03-06,https://patents.google.com/patent/US9910962B1/en,https://patentimages.storage.googleapis.com/1b/e1/29/4802aba8a5f057/US09910962-20180306-D00000.png
US-2021151123-A1,Interpretation of Genetic and Genomic Variants via an Integrated Computational and Experimental Deep Mutational Learning Framework ,Jungla Inc.,"Carlos L. Araya, Jason A. Reuter, Samskruthi Reddy Padigepati, Alexandre Colavin",2018-03-08,2018-06-19,2021-05-20,,https://patents.google.com/patent/US20210151123A1/en,https://patentimages.storage.googleapis.com/7c/2b/8e/9e5c09fffb8377/US20210151123A1-20210520-D00000.png
US-2019325988-A1,Method and system for rapid genetic analysis ,Rady Children's Hospital Research Center,"Stephen Kingsmore, Narayanan Veeraraghavan, Michelle Marie Clark",2018-04-18,2019-04-18,2019-10-24,,https://patents.google.com/patent/US20190325988A1/en,https://patentimages.storage.googleapis.com/a5/62/ae/330f2ce729a085/US20190325988A1-20191024-D00001.png
EP-3286677-A1,"Device, system and method for assessing risk of variant-specific gene dysfunction ","Genepeeks, Inc.","Maxwell J. SILVER, Ari Julian SILVER, Lee M. Silver, Nigel Delaney",2015-04-22,2016-04-22,2018-02-28,,https://patents.google.com/patent/EP3286677A1/en,
CA-3233198-A1,Method of characterising a dna sample ,"Cambridge Enterprise Ltd., Fundacion Del Sector Publico Estatal Centro Nacional De Investigaciones Oncologicas Carlos Iii (F.S.P. Cnio), Geoffrey John MACINTYRE, Florian MARKOWETZ, Ruben Matthias DREWS, Barbara Hernando Fuster","Geoffrey John MACINTYRE, Florian MARKOWETZ, Ruben Matthias DREWS, Barbara Hernando Fuster",2021-10-04,2022-10-03,2023-04-13,,https://patents.google.com/patent/CA3233198A1/en,
US-11322225-B2,Systems and methods for determining effects of therapies and genetic variation on polyadenylation site selection ,Deep Genomics Incorporated,"Brendan Frey, Michael Ka Kit LEUNG",2018-08-08,2021-01-29,2022-05-03,2022-05-03,https://patents.google.com/patent/US11322225B2/en,https://patentimages.storage.googleapis.com/f2/ea/3e/25b61b75dcc136/US11322225-20220503-D00000.png
EP-2901345-A2,System for genome analysis and genetic disease diagnosis ,The Children's Mercy Hospital,"Stephen Kingsmore, Neil Miller, Carol Saunders, Sarah SODEN, Emily G. FARROW, Laurel K. WILLIG",2012-09-27,2013-09-27,2015-08-05,,https://patents.google.com/patent/EP2901345A2/en,
WO-2013086464-A1,Markers associated with chronic lymphocytic leukemia prognosis and progression ,"The Broad Institute, Inc., Dana-Farber Cancer Institute Inc","Catherine Ju-ying WU, Gad Getz",2011-12-07,2012-12-07,2013-06-13,,https://patents.google.com/patent/WO2013086464A1/en,
US-2022319637-A1,Precision medicine portal for human diseases ,Genome International Corporation,"Periannan Senapathy, Sudar Senapathy",2021-03-26,2022-03-18,2022-10-06,,https://patents.google.com/patent/US20220319637A1/en,https://patentimages.storage.googleapis.com/89/ce/b9/12958259608ad0/US20220319637A1-20221006-D00000.png
WO-2015100257-A1,Methods and assays for determining reduced brca1 pathway function in a cancer cell ,The General Hospital Corporation,"Dennis Sgroi, Ryan P. MCMULLIN, Ben WITTNER, Sridhar Ramaswamy",2013-12-23,2014-12-22,2015-07-02,,https://patents.google.com/patent/WO2015100257A1/en,
EP-3622068-B1,Methods for determination of mutations in single replication events ,"The Broad Institute, Inc., Massachusetts Institute Of Technology","Soohong Kim, Paul BLAINEY, Yehuda BRODY, Robert Kimmerling",2017-05-10,2018-05-10,2024-02-28,2024-02-28,https://patents.google.com/patent/EP3622068B1/en,https://patentimages.storage.googleapis.com/48/11/e2/ada527d93cd3c3/imgf0001.png
CN-113593630-A,Family coronary heart disease risk assessment and risk factor identification system ,北京果壳生物科技有限公司,"马玉昆, 李�根, 贾寒, 韩仕伟, 孙琼琳, 李伟华",2021-08-23,2021-08-23,2021-11-02,,https://patents.google.com/patent/CN113593630A/en,https://patentimages.storage.googleapis.com/1f/84/ab/b8c3840336f579/HDA0003224325600000011.png
CN-107256323-A,A kind of construction method and constructing system of type II diabetes risk evaluation model ,云健康基因科技（上海）有限公司,"万旗东, 李庆辉, 金刚",2016-09-05,2016-09-05,2017-10-17,,https://patents.google.com/patent/CN107256323A/en,
US-2024274298-A1,Systems and methods for predicting pathogenic status of fusion candidates detected in next generation sequencing data ,"Tempus Ai, Inc.","Sumaiya Islam, Robert Huether",2020-05-13,2024-04-03,2024-08-15,,https://patents.google.com/patent/US20240274298A1/en,https://patentimages.storage.googleapis.com/99/d9/d7/efeac3a7a5b6de/US20240274298A1-20240815-D00000.png
US-2022228214-A1,Assay for quantitating the extent of methylation of a target site ,Murdoch Childrens Research Institute,"David Godler, Yoshimi INABA",2013-01-25,2021-09-21,2022-07-21,,https://patents.google.com/patent/US20220228214A1/en,https://patentimages.storage.googleapis.com/34/1c/68/0ef1db1e077a3e/US20220228214A1-20220721-D00000.png
WO-2018051072-A1,Methods and apparatus for identifying one or more genetic variants associated with disease in an individual or group of related individuals ,Genomics Plc,"Zhihao DING, Benjamin FROT, Luke JOSTINS, Gilean Mcvean, Michael Simpson, Susanne WELLER",2016-09-16,2017-09-12,2018-03-22,,https://patents.google.com/patent/WO2018051072A1/en,
WO-2024047977-A1,Genetic analysis method whereby two or more types of tests can be performed ,株式会社seeDNA,起範 富金,2022-08-30,2023-05-26,2024-03-07,,https://patents.google.com/patent/WO2024047977A1/en,
WO-2015013191-A1,"Methods, systems, apparatus and their optimization for effective clinical analysis and conveying results thereof ","Dana-Farber Cancer Institute, Inc.","Levi A. Garraway, Eliezer M. VAN ALLEN, Nikhil Wagle",2013-07-21,2014-07-21,2015-01-29,,https://patents.google.com/patent/WO2015013191A1/en,
WO-2021046461-A1,Methods of analyzing genetic variants based on genetic material ,"Fabric Genomics, Inc.",Mark Yandell,2019-09-05,2020-09-04,2021-03-11,,https://patents.google.com/patent/WO2021046461A1/en,
WO-2022203705-A1,A precision medicine portal for human diseases ,Genome International Corporation,"Periannan Senapathy, Sudar SENAPATHY",2021-03-26,2021-08-20,2022-09-29,,https://patents.google.com/patent/WO2022203705A1/en,
JP-2023505363-A,Whole Genome Sequencing Method for Picogram Quantities of DNA ,オックスフォード ユニバーシティ イノベーション リミテッド,"アシュア アハメド，アハメド, ネジャド ランジェパー，モハンマド ケラミ",2019-12-09,2020-12-09,2023-02-08,,https://patents.google.com/patent/JP2023505363A/en,https://patentimages.storage.googleapis.com/39/b1/e1/53ec848a52a854/2023505363000004.png
CN-115505640-A,DNA methylation marker for detecting lung cancer and application thereof ,上海鹍远生物科技股份有限公司,"苏志熙, 何其晔, 马成城, 徐敏杰, 谢可辉, 杨世方, 马建华, 刘琪, 刘蕊",2021-06-22,2021-06-22,2022-12-23,,https://patents.google.com/patent/CN115505640A/en,https://patentimages.storage.googleapis.com/27/3b/83/d2a00966f8dbfd/HDA0003125589930000011.png
CN-118922887-A,Computer-implemented method for identifying rare variants that cause extreme gene expression levels ,因美纳有限公司,"K·贾加纳坦, D·阿加米尔扎伊, S·K·帕纳吉奥托普卢, K-H·法尔",2022-08-05,2023-07-21,2024-11-08,,https://patents.google.com/patent/CN118922887A/en,
US-2014106354-A1,Method of Diagnosing Cancer ,Garvan Institute Of Medical Research,"Brian Gloss, Philippa O'Brien, Susan Clark",2011-04-18,2012-04-18,2014-04-17,,https://patents.google.com/patent/US20140106354A1/en,https://patentimages.storage.googleapis.com/6e/c7/d3/34cac091eac9e8/US20140106354A1-20140417-D00001.png
WO-2018224731-A1,A method for determining whether a subject is at risk to develop cancer and tools related thereto ,Ls Cancerdiag Oy,"Minna NYSTRÖM, Marjaana PUSSILA",2017-06-05,2018-06-04,2018-12-13,,https://patents.google.com/patent/WO2018224731A1/en,
WO-2025050071-A1,Probabilistic variant interpretation ,Laboratory Corporation Of America Holdings,"Keith NYKAMP, Alexandre Colavin, Toby MANDERS, Yuya KOBAYASHI, Carlos Araya, Arun NAMPALLY",2023-08-31,2024-08-30,2025-03-06,,https://patents.google.com/patent/WO2025050071A1/en,
AU-2023336046-A1,High-resolution and non-invasive fetal sequencing ,"The Broad Institute, Inc., The General Hospital Corporation","Harrison BRAND, Michael E TALKOWSKI, Christopher Whelan",2022-08-30,2023-08-30,2025-04-17,,https://patents.google.com/patent/AU2023336046A1/en,
JP-2005527904-A,Computer system and method for subdividing complex diseases into constituent diseases ,ロゼッタ  インファーマティクス  エルエルシー,"シャット，エリック，イー．, モンクス，ステファニー，エー．",2002-05-20,2003-05-20,2005-09-15,,https://patents.google.com/patent/JP2005527904A/en,https://patentimages.storage.googleapis.com/d6/d8/8e/9a611bc55009eb/2005527904-33.png
WO-2025122662-A1,Systems and methods for detecting somatic variants derived from circulating tumor nucleic acids ,"Tempus Ai, Inc.","Kyle Ashley BEAUCHAMP, Maysun Mazhar HASAN, Sandra C. HUI, Kaveh Karbasi, Christine Y. LEE, Anne Franklin SONNENSCHEIN, Jason YAMADA-HANFF, Wei Zhu",2023-12-04,2024-12-04,2025-06-12,,https://patents.google.com/patent/WO2025122662A1/en,
US-2025179586-A1,Systems and methods for detecting somatic variants derived from circulating tumor nucleic acids ,"Tempus Ai, Inc.","Kyle Ashley Beauchamp, Maysun Mazhr Hasan, Sandra C. Hui, Kaveh Karbasi, Christine Y. Lee, Anne Franklin Sonnenschein, Jason Yamada-Hanff, Wei Zhu",2023-12-04,2024-12-04,2025-06-05,,https://patents.google.com/patent/US20250179586A1/en,https://patentimages.storage.googleapis.com/3f/03/d3/180b995e1a06b4/US20250179586A1-20250605-D00000.png
JP-2025514547-A,Methods and devices for parental origin disease allele detection for the diagnosis and management of genetic diseases - Patents.com ,プロバンシャル ヘルス サービシズ オーソリティ,"ランスドープ ピーター, シュレーダー カスミンタン, ジョーンズ スティーブン, ハンロン ビンセント, アクバリ バヒッド, オニール キエラン",2022-05-11,2023-05-10,2025-05-02,,https://patents.google.com/patent/JP2025514547A/en,
KR-20250048658-A,AI-based detection of genetic conservation and expression conservation at base resolution ,"일루미나, 인코포레이티드",키쇼르 자가나단,2022-08-05,2023-08-04,2025-04-10,,https://patents.google.com/patent/KR20250048658A/en,https://patentimages.storage.googleapis.com/3b/7b/4a/7899b55f38254c/pct00001.png
WO-2025106583-A1,Methods and systems for discriminating between clonal hematopoiesis-derived and tumor-derived variants ,The Johns Hopkins University,"Jenna CANZONIERO, Valsamo Anagnostou, Victor Velculescu, Robert B. SCHARPF",2023-11-13,2024-11-13,2025-05-22,,https://patents.google.com/patent/WO2025106583A1/en,
