search URL:,https://patents.google.com/?q=%22bayesian%22+AND+%28%22variant+interpretation%22+OR+%22variant+classification%22+OR+%22genomic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-2022123067-A2,Method and apparatus for classification and/or prioritization of genetic variants ,Nostos Genomics Gmbh,"David Alberto NEVILLE, Rocio ACUNA-HIDALGO",2020-12-10,2021-12-10,2022-06-16,,https://patents.google.com/patent/WO2022123067A2/en,
US-11322225-B2,Systems and methods for determining effects of therapies and genetic variation on polyadenylation site selection ,Deep Genomics Incorporated,"Brendan Frey, Michael Ka Kit LEUNG",2018-08-08,2021-01-29,2022-05-03,2022-05-03,https://patents.google.com/patent/US11322225B2/en,https://patentimages.storage.googleapis.com/f2/ea/3e/25b61b75dcc136/US11322225-20220503-D00000.png
US-2021151123-A1,Interpretation of Genetic and Genomic Variants via an Integrated Computational and Experimental Deep Mutational Learning Framework ,Jungla Inc.,"Carlos L. Araya, Jason A. Reuter, Samskruthi Reddy Padigepati, Alexandre Colavin",2018-03-08,2018-06-19,2021-05-20,,https://patents.google.com/patent/US20210151123A1/en,https://patentimages.storage.googleapis.com/7c/2b/8e/9e5c09fffb8377/US20210151123A1-20210520-D00000.png
WO-2023087277-A1,"Sequence variation analysis method and system, and storage medium ",深圳华大基因股份有限公司,"熊云, 刘水霞, 曾权磊, 张宇, 韦懿, 李红, 方婷, 柴相花, 王梦杰, 袁玉英, 李宁",2021-11-19,2021-11-19,2023-05-25,,https://patents.google.com/patent/WO2023087277A1/en,https://patentimages.storage.googleapis.com/ef/55/fa/d621c5fa938dfb/PCTCN2021131904-appb-300001.png
CN-116564406-A,A method and device for automatic interpretation of genetic variation ,复旦大学附属儿科医院,"王雅琼, 倪琦, 卢宇蓝, 王潇, 董欣然, 周文浩",2023-05-09,2023-05-09,2023-08-08,,https://patents.google.com/patent/CN116564406A/en,
JP-2023505031-A,Methods and compositions for cancer analysis ,"ザ ジョンズ ホプキンス ユニバーシティ, スティヒティング ヘット ネザーランズ カンカー インスティテュート アントニ ファン レーウェンフック ジーケンハウス, スティヒティング フェーウーエムセー","ビクター ヴェルクレスク，, アレサンドロ レアル，, ジリアン ファレン，, バルサモ アナグノストウ，, レマント ファイヌマン，, へリット メイヤー，, フリーケン， ニコル ファン",2019-11-25,2020-11-25,2023-02-08,,https://patents.google.com/patent/JP2023505031A/en,https://patentimages.storage.googleapis.com/03/be/b0/fb2fed23210b41/2023505031000003.png
EP-3286677-A1,"Device, system and method for assessing risk of variant-specific gene dysfunction ","Genepeeks, Inc.","Maxwell J. SILVER, Ari Julian SILVER, Lee M. Silver, Nigel Delaney",2015-04-22,2016-04-22,2018-02-28,,https://patents.google.com/patent/EP3286677A1/en,
WO-2015100257-A1,Methods and assays for determining reduced brca1 pathway function in a cancer cell ,The General Hospital Corporation,"Dennis Sgroi, Ryan P. MCMULLIN, Ben WITTNER, Sridhar Ramaswamy",2013-12-23,2014-12-22,2015-07-02,,https://patents.google.com/patent/WO2015100257A1/en,
WO-2014052909-A2,System for genome analysis and genetic disease diagnosis ,The Children's Mercy Hospital,"Stephen Kingsmore, Neil Miller, Carol Saunders, Sarah SODEN, Emily G. FARROW, Laurel K. WILLIG",2012-09-27,2013-09-27,2014-04-03,,https://patents.google.com/patent/WO2014052909A2/en,
EP-4447055-A2,Methods for classifying genetic mutations detected in cell-free nucleic acids as tumor or non-tumor origin ,"Guardant Health, Inc.","Jennifer YEN, Andrey CHURSOV",2020-03-11,2021-03-11,2024-10-16,,https://patents.google.com/patent/EP4447055A2/en,https://patentimages.storage.googleapis.com/2d/e9/b0/c4d9acb3c79f22/imgf0001.png
EP-4315340-A1,A precision medicine portal for human diseases ,Genome International Corporation,"Periannan Senapathy, Sudar SENAPATHY",2021-03-26,2021-08-20,2024-02-07,,https://patents.google.com/patent/EP4315340A1/en,
WO-2013086464-A1,Markers associated with chronic lymphocytic leukemia prognosis and progression ,"The Broad Institute, Inc., Dana-Farber Cancer Institute Inc","Catherine Ju-ying WU, Gad Getz",2011-12-07,2012-12-07,2013-06-13,,https://patents.google.com/patent/WO2013086464A1/en,
AU-2019250110-A1,Systems and methods for genetic analysis of metastases ,"Nantomics, Llc",John Zachary Sanborn,2015-08-25,2019-10-15,2019-10-31,,https://patents.google.com/patent/AU2019250110A1/en,
CN-110379458-A,"Pathogenicity variation site determination method, device, computer equipment and storage medium ",中国人民解放军陆军军医大学第一附属医院,"卜枫啸, 程静, 曾园媛, 李厦戎, 徐晓飞, 张倩, 何明敏, 王雪刚, 卢宇, 袁慧军",2019-07-15,2019-07-15,2019-10-25,,https://patents.google.com/patent/CN110379458A/en,
US-2024117440-A1,Panels and methods for treatment of diffuse large b-cell lymphoma ,"The Broad Institute, Inc., Dana-Farber Cancer Institute, Inc., The General Hospital Corporation","Bjoern Chapuy, Donald Stewart, Tim Wood, Margaret Shipp, Gad Getz, Mark Murakami, Lee LAWTON, Andrew Dunford, Kirsty WIENAND",2021-03-18,2023-09-15,2024-04-11,,https://patents.google.com/patent/US20240117440A1/en,https://patentimages.storage.googleapis.com/b4/4f/09/7675ae66e34ce3/US20240117440A1-20240411-D00001.png
CN-110326050-A,Method and system based on the assessment fertility of subclinical gene ,赛玛蒂克斯公司,"皮拉耶·尤尔塔斯·贝姆, 大卫·埃姆林·帕菲特, 蒂娜·胡-塞利格, 安东尼·桑蒂斯特万",2016-10-14,2017-10-16,2019-10-11,,https://patents.google.com/patent/CN110326050A/en,
CA-3210101-A1,Methods and related aspects for analyzing molecular response ,"Katie Julia QUINN, Guardant Health, Inc., Allysia Jade MAK, Elena HELMAN, Tingting Jiang, Justin I. ODEGAARD, Darya CHUDOVA, Kyle Lik Ming CHANG, Han-Yu Chuang, Daniel GAILE","Katie Julia QUINN, Allysia Jade MAK, Elena HELMAN, Tingting Jiang, Justin I. ODEGAARD, Darya CHUDOVA, Kyle Lik Ming CHANG, Han-Yu Chuang, Daniel GAILE",2021-03-05,2022-03-04,2022-09-09,,https://patents.google.com/patent/CA3210101A1/en,
US-2024274298-A1,Systems and methods for predicting pathogenic status of fusion candidates detected in next generation sequencing data ,"Tempus Ai, Inc.","Sumaiya Islam, Robert Huether",2020-05-13,2024-04-03,2024-08-15,,https://patents.google.com/patent/US20240274298A1/en,https://patentimages.storage.googleapis.com/99/d9/d7/efeac3a7a5b6de/US20240274298A1-20240815-D00000.png
EP-4413574-A1,Method of characterising a dna sample ,"Cambridge Enterprise Ltd., Fundación del Sector Público Estatal Centro Nacional de Investigaciones Oncológicas Carlos III (F.S.P. CNIO)","Geoffrey John MACINTYRE, Florian MARKOWETZ, Ruben Matthias DREWS, Bárbara HERNANDO FUSTER",2021-10-04,2022-10-03,2024-08-14,,https://patents.google.com/patent/EP4413574A1/en,
DE-102022001733-A1,Machine-learning models for detecting thematically divergent digital videos ,Adobe Inc.,"Amir Pouran Ben Veyseh, Franck Dernoncourt",2021-08-02,2022-05-17,2023-02-02,,https://patents.google.com/patent/DE102022001733A1/en,https://patentimages.storage.googleapis.com/07/15/d1/6f71effd756209/DE102022001733A1_0014.png
CN-114707348-A,Efficient global optimization method of aero reducer aided by partial least squares Kriging model ,南京理工大学,"林成龙, 马义中, 周剑, 彭行坤",2022-04-21,2022-04-21,2022-07-05,,https://patents.google.com/patent/CN114707348A/en,https://patentimages.storage.googleapis.com/81/3c/70/a1a2da149c2bae/HDA0003608455150000011.png
EP-3622068-B1,Methods for determination of mutations in single replication events ,"The Broad Institute, Inc., Massachusetts Institute Of Technology","Soohong Kim, Paul BLAINEY, Yehuda BRODY, Robert Kimmerling",2017-05-10,2018-05-10,2024-02-28,2024-02-28,https://patents.google.com/patent/EP3622068B1/en,https://patentimages.storage.googleapis.com/48/11/e2/ada527d93cd3c3/imgf0001.png
CN-114766056-A,Improved variant calling procedure using single cell analysis ,使命生物公司,"M·玛尼瓦南, D·金, S·萨胡, S·古拉蒂, 王姝",2019-10-02,2020-10-02,2022-07-19,,https://patents.google.com/patent/CN114766056A/en,https://patentimages.storage.googleapis.com/df/70/0e/07bfd6af881c10/HDA0003663250340000011.png
GB-2591115-A,Screening system and method for acquiring and processing genomic information for generating gene variant interpretations ,Congenica Ltd,Mackay Emily,2020-01-16,2020-01-16,2021-07-21,,https://patents.google.com/patent/GB2591115A/en,
US-2016080528-A1,"System, method and computer-accessible medium for secure and compressed transmission of genomic data ",New York University,"Bhubaneswar Mishra, Jason Reed",2014-09-12,2015-09-14,2016-03-17,,https://patents.google.com/patent/US20160080528A1/en,https://patentimages.storage.googleapis.com/63/3e/ab/fa519b37656b66/US20160080528A1-20160317-D00000.png
KR-20240049800-A,Co-occurrence of somatic mutations with abnormally methylated fragments ,"그레일, 엘엘씨","프라나브 팜짓 싱, 올리버 클로드 벤",2021-08-05,2022-08-04,2024-04-17,,https://patents.google.com/patent/KR20240049800A/en,https://patentimages.storage.googleapis.com/1f/45/ec/fd32ad46be172b/pct00073.png
US-2025069702-A1,Population frequency modeling for quantitative variant pathogenicity estimation ,Laboratory Corporation Of America Holdings,"Toby Manders, Keith Nykamp, Alexandre Colavin, Yuya Kobayashi",2022-11-01,2024-11-11,2025-02-27,,https://patents.google.com/patent/US20250069702A1/en,https://patentimages.storage.googleapis.com/f8/d5/32/7dba93c82393a7/US20250069702A1-20250227-D00000.png
WO-2023014816-A1,Method and system for newborn screening for genetic diseases by whole genome sequencing ,Rady Childrens's Hospital Research Center,Stephen Kingsmore,2021-08-04,2022-08-03,2023-02-09,,https://patents.google.com/patent/WO2023014816A1/en,
KR-20240095538-A,microsatellite marker ,캔써 리서치 테크놀로지 리미티드,"존 번, 마이클 스튜어트 잭슨, 프란시스코 마우로 산티바네즈-코레프, 리차드 갤론",2021-10-01,2022-10-03,2024-06-25,,https://patents.google.com/patent/KR20240095538A/en,
US-2024105337-A1,System for managing genetic information associated with a human genome of a target subject and displayed via a graphical user interface (gui) ,John Trakadis,John Trakadis,2011-09-26,2023-12-01,2024-03-28,,https://patents.google.com/patent/US20240105337A1/en,https://patentimages.storage.googleapis.com/1a/24/a4/08183045504078/US20240105337A1-20240328-D00000.png
WO-2023011723-A1,Identification of somatic variants ,Genome Research Limited,"Jyoti NANGALIA, Nicholas Williams",2021-08-05,2021-08-05,2023-02-09,,https://patents.google.com/patent/WO2023011723A1/en,
CN-118043892-A,Co-occurrence of somatic variants and aberrant methylated fragments ,格里尔公司,"普拉纳夫·帕姆吉特·辛格, 奥利弗·克劳德·维恩",2021-08-05,2022-08-04,2024-05-14,,https://patents.google.com/patent/CN118043892A/en,
EP-4025706-A1,Methods of analyzing genetic variants based on genetic material ,"Fabric Genomics, Inc.",Mark Yandell,2019-09-05,2020-09-04,2022-07-13,,https://patents.google.com/patent/EP4025706A1/en,
CN-114730610-A,Kits and methods of using kits ,康捷尼科有限公司,"N.伦奇, S.德鲁里, Y.帕特尔, T.瑞尼",2019-09-20,2020-09-18,2022-07-08,,https://patents.google.com/patent/CN114730610A/en,https://patentimages.storage.googleapis.com/cb/de/c3/e755e9010acc73/HDA0003647108750000011.png
EP-4558810-A1,Method and device for inspecting glass containers according to at least two modes with a view to classifying the containers by their glass defects ,Tiama,"Olivier Colle, Julien FOUILLOUX, Sylvain GOURGEON",2022-07-22,2023-07-21,2025-05-28,,https://patents.google.com/patent/EP4558810A1/en,
WO-2022203705-A1,A precision medicine portal for human diseases ,Genome International Corporation,"Periannan Senapathy, Sudar SENAPATHY",2021-03-26,2021-08-20,2022-09-29,,https://patents.google.com/patent/WO2022203705A1/en,
WO-2015013191-A1,"Methods, systems, apparatus and their optimization for effective clinical analysis and conveying results thereof ","Dana-Farber Cancer Institute, Inc.","Levi A. Garraway, Eliezer M. VAN ALLEN, Nikhil Wagle",2013-07-21,2014-07-21,2015-01-29,,https://patents.google.com/patent/WO2015013191A1/en,
CN-111797395-B,"Malicious code visualization and variant detection method, device, equipment and storage medium ",韩山师范学院,"余健, 冯健文, 黄伟",2020-06-28,2020-06-28,2023-08-29,2023-08-29,https://patents.google.com/patent/CN111797395B/en,
US-2023253070-A1,Systems and Methods for Detecting Cellular Pathway Dysregulation in Cancer Specimens ,"Tempus Labs, Inc.","Joshua Drews, Bonnie Dougherty, Lee Langer, Catherine Igartua, Andrew J. Sedgwick, Justin Guinney",2019-08-16,2023-02-28,2023-08-10,,https://patents.google.com/patent/US20230253070A1/en,https://patentimages.storage.googleapis.com/80/ac/be/e8d35213a10d9c/US20230253070A1-20230810-D00001.png
US-2021388383-A1,Modular expression systems for gene expression and methods of using same ,Children's Hospital Medical Center,"Paul R. Andreassen, Helmut Hanenberg",2018-10-12,2019-10-11,2021-12-16,,https://patents.google.com/patent/US20210388383A1/en,https://patentimages.storage.googleapis.com/06/39/94/63d5bd29113f35/US20210388383A1-20211216-D00000.png
EP-4566060-A1,Computer-implemented methods of identifying rare variants that cause extreme levels of gene expression ,"Illumina, Inc.","Kishore Jaganathan, Delasa AGHAMIRZAIE, Sofia Kyriazopoulou PANAGIOTOPOULOU, Kai-How FARH",2022-08-05,2023-07-21,2025-06-11,,https://patents.google.com/patent/EP4566060A1/en,
JP-2023505363-A,Whole Genome Sequencing Method for Picogram Quantities of DNA ,オックスフォード ユニバーシティ イノベーション リミテッド,"アシュア アハメド，アハメド, ネジャド ランジェパー，モハンマド ケラミ",2019-12-09,2020-12-09,2023-02-08,,https://patents.google.com/patent/JP2023505363A/en,https://patentimages.storage.googleapis.com/39/b1/e1/53ec848a52a854/2023505363000004.png
WO-2023223330-A1,Identification of splicing disrupting mutations and use thereof ,Ramot At Tel-Aviv University Ltd.,"Tamir Tuller, Nicolas LYNN",2022-05-19,2023-05-18,2023-11-23,,https://patents.google.com/patent/WO2023223330A1/en,
WO-2018224731-A1,A method for determining whether a subject is at risk to develop cancer and tools related thereto ,Ls Cancerdiag Oy,"Minna NYSTRÖM, Marjaana PUSSILA",2017-06-05,2018-06-04,2018-12-13,,https://patents.google.com/patent/WO2018224731A1/en,
WO-2024088978-A1,Method to classify an image of a biological tissue of a patient according to a label relative to a biological characteristic of the biological tissue ,Ummon Healthtech,"Nathan Vinçon, Louis-Oscar Olivier Félix Morel",2022-10-24,2023-10-23,2024-05-02,,https://patents.google.com/patent/WO2024088978A1/en,
WO-2025050071-A1,Probabilistic variant interpretation ,Laboratory Corporation Of America Holdings,"Keith NYKAMP, Alexandre Colavin, Toby MANDERS, Yuya KOBAYASHI, Carlos Araya, Arun NAMPALLY",2023-08-31,2024-08-30,2025-03-06,,https://patents.google.com/patent/WO2025050071A1/en,
CN-119719955-A,"A method, device, computer equipment and storage medium for evidence optimization based on Bayesian model ",四川大学华西医院,"刘思寒, 冯小殊, 卜枫啸",2024-12-17,2024-12-17,2025-03-28,,https://patents.google.com/patent/CN119719955A/en,
CN-120164524-A,"A data analysis method, system and storage medium for genetic disease gene detection ",济南爱新卓尔医学检验有限公司,"刘燕, 张振红, 靳馨晨, 袁皓冰, 田绘绘, 王延祥, 李仙仙, 代璐璐",,2025-05-19,2025-06-17,,https://patents.google.com/patent/CN120164524A/en,
WO-2024049915-A9,High-resolution and non-invasive fetal sequencing ,The General Hospital Corporation,"Christopher Whelan, Michael E TALKOWSKI, Harrison BRAND",2022-08-30,2023-08-30,2024-04-11,,https://patents.google.com/patent/WO2024049915A9/en,
US-2022406461-A1,Systems and methods for estimating variant-induced disease penetrance and estimating probability of disease occurrence based on the same ,Vanderbilt University,Brett M. Kroncke,2021-06-21,2022-06-21,2022-12-22,,https://patents.google.com/patent/US20220406461A1/en,https://patentimages.storage.googleapis.com/6a/7e/94/1e4b5a55bd5f7d/US20220406461A1-20221222-D00000.png
WO-2024215498-A1,Method for detecting patients with systematically under-estimated tumor mutational burden who may benefit from immunotherapy ,"Foundation Medicine, Inc.","Brennan DECKER, Zoe R. FLEISCHMANN, Rachel Beth EVANS, Douglas A. MATA",2023-04-12,2024-03-29,2024-10-17,,https://patents.google.com/patent/WO2024215498A1/en,
EP-4352731-A1,Method and system for improved management of genetic diseases ,"Rady Children's Hospital Research Center, Alexion Pharmaceuticals, Inc.","Stephen Kingsmore, Narayanan VEERARAGHAVAN, Sebastian LEFEBVRE",2021-06-11,2022-06-10,2024-04-17,,https://patents.google.com/patent/EP4352731A1/en,
JP-2025502584-A,A machine learning model for recalibrating nucleotide base calls corresponding to targeted variants ,イルミナ インコーポレイテッド,ギャヴィン・パーナビー,2021-12-28,2022-12-23,2025-01-28,,https://patents.google.com/patent/JP2025502584A/en,
WO-2025029645-A1,Methods and systems for identifying an origin of a variant ,"Guardant Health, Inc.","Patrick C. FIAUX, Mingyang CAI, Shile Zhang, Katie Julia QUINN, Chen-Yu Lee",2023-07-28,2024-07-26,2025-02-06,,https://patents.google.com/patent/WO2025029645A1/en,
US-2025201344-A1,Methods and systems for identifying an origin of a variant ,"Guardant Health, Inc.","Patrick C FIAUX, Mingyang Cai, Shile Zhang, Katie Julia QUINN, Che-Yu Lee",,2024-07-26,2025-06-19,,https://patents.google.com/patent/US20250201344A1/en,https://patentimages.storage.googleapis.com/a9/c7/d9/c1d380824903bb/US20250201344A1-20250619-D00000.png
EP-4398132-A1,"A computer-implemented method, a system and computer programs for characterization of pathologies ","Centre De Visió Per Computador, Fundació Institut d'Investigació en Ciències de la Salut Germans Trias i Pujol (IGTP), Universitat Autónoma de Barcelona","Debora GIL RESINA, Carles SANCHEZ RAMOS, Antoni ROSELL GRATACÓS, Sonia Margarita BAEZA MENA, Guillermo Eduardo TORRES",2023-01-03,2023-01-03,2024-07-10,,https://patents.google.com/patent/EP4398132A1/en,https://patentimages.storage.googleapis.com/40/cc/e7/4e65d20c19d80e/imgf0001.png
WO-2025101934-A1,Bypassing sanger confirmation for small variants in genetic disorder clinical testing ,Laboratory Corporation Of America Holdings,"Muqing YAN, Jennifer Elizabeth REINER, Qiandong Zeng, Stanley Ian Letovsky, Angela Antoinette KENYON, Natalia Tszine LEACH",2023-11-08,2024-11-08,2025-05-15,,https://patents.google.com/patent/WO2025101934A1/en,
WO-2025010357-A2,Systems and methods for predicting variant pathogenicity based on amino acid signal-to-noise ratios ,Duke University,"Andrew P. LANDSTROM, Leonie M. KURZLECHNER",2023-07-03,2024-07-03,2025-01-09,,https://patents.google.com/patent/WO2025010357A2/en,
