search URL:,https://patents.google.com/?q=%28%22Bayesian%22+OR+%22probabilistic+framework%22%29+AND+%28%22true+positive%22+OR+%22false+positive%22+OR+%22confusion+matrix%22%29+AND+%28%22variant+interpretation%22+OR+%22variant+classification%22+OR+%22genomic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
EP-4352731-A1,Method and system for improved management of genetic diseases ,"Rady Children's Hospital Research Center, Alexion Pharmaceuticals, Inc.","Stephen Kingsmore, Narayanan VEERARAGHAVAN, Sebastian LEFEBVRE",2021-06-11,2022-06-10,2024-04-17,,https://patents.google.com/patent/EP4352731A1/en,
KR-20240124185-A,Machine learning model to recalibrate nucleotide base calls corresponding to target variants ,"일루미나, 인코포레이티드",개빈 파르나비,2021-12-28,2022-12-23,2024-08-16,,https://patents.google.com/patent/KR20240124185A/en,https://patentimages.storage.googleapis.com/0e/90/01/4ef3e8343bc11e/pct00001.png
WO-2024215498-A1,Method for detecting patients with systematically under-estimated tumor mutational burden who may benefit from immunotherapy ,"Foundation Medicine, Inc.","Brennan DECKER, Zoe R. FLEISCHMANN, Rachel Beth EVANS, Douglas A. MATA",2023-04-12,2024-03-29,2024-10-17,,https://patents.google.com/patent/WO2024215498A1/en,
US-2025157574-A1,Bypassing sanger confirmation for small variants in genetic disorder clinical testing ,Laboratory Corporation Of America Holdings,"Muqing Yan, Jennifer Elizabeth Reiner, Qiandong Zeng, Stanley Ian Letovsky, Angela Antoinette Kenyon, Natalia Tszine Leach",2023-11-08,2024-11-08,2025-05-15,,https://patents.google.com/patent/US20250157574A1/en,https://patentimages.storage.googleapis.com/3a/bb/d4/f856e0f41cb1e2/US20250157574A1-20250515-D00000.png
JP-7681016-B2,Somatic variant calling from unpaired biospecimens ,パーソナリス，インコーポレイティド,"ジョンゲニール パトリック, フィリップス ニコラス, ハリス ジェイソン",2019-11-05,2020-11-04,2025-05-21,2025-05-21,https://patents.google.com/patent/JP7681016B2/en,
US-2025125050-A1,Systems and methods for molecular residual disease liquid biopsy assay ,"Tempus Ai, Inc.","Ana Sofia de Olazarra, Terri M. Driessen, Jon Foox, Ailin Jin, Christine Y. Lee, Daniel Sherman Neems, Anne Franklin Sonnenschein, Robert Tell, Jason Yamada-Hanff",2023-10-13,2024-10-11,2025-04-17,,https://patents.google.com/patent/US20250125050A1/en,https://patentimages.storage.googleapis.com/45/29/07/2aa4c0e32b800a/US20250125050A1-20250417-D00000.png
WO-2025102060-A1,Accurate detection of origin of cell-free nucleic acids ,"Caris Mpi, Inc.","Jim ABRAHAM, Matthew James OBERLEY, Jeffrey Swensen, David Spetzler",2023-11-10,2024-11-11,2025-05-15,,https://patents.google.com/patent/WO2025102060A1/en,
CN-117561573-A,Automatic identification of the source of faults in nucleotide sequencing from base interpretation error patterns ,因美纳有限公司,"T·格罗斯, Z·W·谢尼",2021-09-17,2022-08-22,2024-02-13,,https://patents.google.com/patent/CN117561573A/en,
WO-2025010357-A2,Systems and methods for predicting variant pathogenicity based on amino acid signal-to-noise ratios ,Duke University,"Andrew P. LANDSTROM, Leonie M. KURZLECHNER",2023-07-03,2024-07-03,2025-01-09,,https://patents.google.com/patent/WO2025010357A2/en,
WO-2025122662-A1,Systems and methods for detecting somatic variants derived from circulating tumor nucleic acids ,"Tempus Ai, Inc.","Kyle Ashley BEAUCHAMP, Maysun Mazhar HASAN, Sandra C. HUI, Kaveh Karbasi, Christine Y. LEE, Anne Franklin SONNENSCHEIN, Jason YAMADA-HANFF, Wei Zhu",2023-12-04,2024-12-04,2025-06-12,,https://patents.google.com/patent/WO2025122662A1/en,
US-2025179586-A1,Systems and methods for detecting somatic variants derived from circulating tumor nucleic acids ,"Tempus Ai, Inc.","Kyle Ashley Beauchamp, Maysun Mazhr Hasan, Sandra C. Hui, Kaveh Karbasi, Christine Y. Lee, Anne Franklin Sonnenschein, Jason Yamada-Hanff, Wei Zhu",2023-12-04,2024-12-04,2025-06-05,,https://patents.google.com/patent/US20250179586A1/en,https://patentimages.storage.googleapis.com/3f/03/d3/180b995e1a06b4/US20250179586A1-20250605-D00000.png
AU-2023379633-A1,Validation of a bioinformatic model for classifying non-tumor variants in a cell-free dna liquid biopsy assay ,"Guardant Health, Inc.","Brett Kennedy, Jennifer YEN",2022-11-17,2023-11-16,2025-05-15,,https://patents.google.com/patent/AU2023379633A1/en,
EP-4398132-A1,"A computer-implemented method, a system and computer programs for characterization of pathologies ","Centre De Visió Per Computador, Fundació Institut d'Investigació en Ciències de la Salut Germans Trias i Pujol (IGTP), Universitat Autónoma de Barcelona","Debora GIL RESINA, Carles SANCHEZ RAMOS, Antoni ROSELL GRATACÓS, Sonia Margarita BAEZA MENA, Guillermo Eduardo TORRES",2023-01-03,2023-01-03,2024-07-10,,https://patents.google.com/patent/EP4398132A1/en,https://patentimages.storage.googleapis.com/40/cc/e7/4e65d20c19d80e/imgf0001.png
EP-4207204-A1,Methods and systems for detecting tumor mutational burden ,Sophia Genetics S.A.,"Jonathan Bieler, Yvan Wenger, Christian Pozzorinni, Zhenyu Xu",2021-12-31,2022-12-31,2023-07-05,,https://patents.google.com/patent/EP4207204A1/en,https://patentimages.storage.googleapis.com/df/73/0b/eb19aa16945258/imgf0001.png
WO-2025106583-A1,Methods and systems for discriminating between clonal hematopoiesis-derived and tumor-derived variants ,The Johns Hopkins University,"Jenna CANZONIERO, Valsamo Anagnostou, Victor Velculescu, Robert B. SCHARPF",2023-11-13,2024-11-13,2025-05-22,,https://patents.google.com/patent/WO2025106583A1/en,
CN-119626346-B,A pattern recognition method and device for medical gene sequencing data ,四川省肿瘤医院,"吴海静, 成星函, 胡婷, 江沅峰, 王欢, 曹果, 刘雅琳, 潘玲, 杨佳露, 赵晓芳",2025-02-14,2025-02-14,2025-05-06,2025-05-06,https://patents.google.com/patent/CN119626346B/en,
