search URL:,https://patents.google.com/?q=%22false+negatives%22+AND+%28%22genomic+diagnosis%22+OR+%22variant+interpretation%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-113053460-A,Systems and methods for genomic and genetic analysis ,分子健康有限责任公司,"M·斯坦恩, R·博内特, N·里贝尔",2019-12-27,2019-12-27,2021-06-29,,https://patents.google.com/patent/CN113053460A/en,https://patentimages.storage.googleapis.com/ab/0e/db/aaa3d3783c6807/HDA0002340690520000011.png
US-2021202037-A1,Systems and methods for genomic and genetic analysis ,Molecular Health Gmbh,"Martin Stein, Regina BOHNERT, Nora RIEBER",2019-12-23,2019-12-23,2021-07-01,,https://patents.google.com/patent/US20210202037A1/en,https://patentimages.storage.googleapis.com/cb/97/06/2af64df9bc6c41/US20210202037A1-20210701-D00001.png
US-2024105337-A1,System for managing genetic information associated with a human genome of a target subject and displayed via a graphical user interface (gui) ,John Trakadis,John Trakadis,2011-09-26,2023-12-01,2024-03-28,,https://patents.google.com/patent/US20240105337A1/en,https://patentimages.storage.googleapis.com/1a/24/a4/08183045504078/US20240105337A1-20240328-D00000.png
EP-3588506-B1,Systems and methods for genomic and genetic analysis ,Molecular Health GmbH,"Martin Dr. STEIN, Regina Dr. BOHNERT, Nora Dr. RIEBER",2018-06-29,2018-06-29,2021-11-10,2021-11-10,https://patents.google.com/patent/EP3588506B1/en,https://patentimages.storage.googleapis.com/ae/ab/b0/d8ff6be30f7e06/imgf0001.png
US-2020040390-A1,Methods for Sequencing Repetitive Genomic Regions ,"Centrillion Technologies, Inc.","John Chiang, Wei Zhou",2018-04-14,2019-04-15,2020-02-06,,https://patents.google.com/patent/US20200040390A1/en,https://patentimages.storage.googleapis.com/cb/d7/c8/8ff386a63c4031/US20200040390A1-20200206-D00000.png
US-2023029485-A1,"Methods for computational identification of functional changes to amino acid residues caused by genetic variants, and methods of computational prediction of chemotherapy efficacy using machine learning applied to gene expression data ",George Mason University,"Mohsin Saleet Jafri, Soukaina AMNIOUEL, John Russell HAMRE, III",2021-07-02,2022-07-01,2023-02-02,,https://patents.google.com/patent/US20230029485A1/en,https://patentimages.storage.googleapis.com/1c/ee/b2/79e5bc1bce9575/US20230029485A1-20230202-D00000.png
CA-3221980-A1,Method and system for improved management of genetic diseases ,"Stephen Kingsmore, Narayanan VEERARAGHAVAN, Rady Children's Hospital Research Center, Sebastian LEFEBVRE, Alexion Pharmaceuticals, Inc.","Stephen Kingsmore, Narayanan VEERARAGHAVAN, Sebastian LEFEBVRE",2021-06-11,2022-06-10,2022-12-15,,https://patents.google.com/patent/CA3221980A1/en,
WO-2024049915-A1,High-resolution and non-invasive fetal sequencing ,The General Hospital Corporation,"Christopher Whelan, Michael E TALKOWSKI, Harrison BRAND",2022-08-30,2023-08-30,2024-03-07,,https://patents.google.com/patent/WO2024049915A1/en,
KR-20250057808-A,How to assess the clinical relevance of genetic mutations ,헬리제닉스 아이엔씨.,"마틴 로이 쉴러, 엘리자베스 조이 발렌테, 랜서 브라운, 크리스토퍼 존 지아콜레토",2022-08-09,2023-08-09,2025-04-29,,https://patents.google.com/patent/KR20250057808A/en,
WO-2024056722-A1,Determining the health status with cell-free dna using cis-regulatory elements and interaction networks ,Medizinische Universität Graz,"Michael Speicher, Samantha HASENLEITHNER, Isaac LAZZERI",2022-09-13,2023-09-13,2024-03-21,,https://patents.google.com/patent/WO2024056722A1/en,
