search URL:,https://patents.google.com/?q=%22prior+probability%22+AND+%28%22genetic+variant%22+OR+%22genome-wide%22+OR+%22genetic+diagnosis%22%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
EP-3256606-B1,Systems and methods for determining structural variation ,"10X Genomics, Inc.","William Haynes HEATON, Sofia Kyriazopoulou-Panagiotopoulou, Patrick Marks, Michael Schnall-Levin, Xinying ZHENG, Mirna Jarosz, Serge Saxonov, Kristina GIORDA, Patrice Mudivarti, Heather Ordonez, Jessica Michele Terry",2015-02-09,2016-02-09,2019-05-22,2019-05-22,https://patents.google.com/patent/EP3256606B1/en,https://patentimages.storage.googleapis.com/21/dd/b1/7cab3eb0743e11/imgf0001.png
US-2019130998-A1,"Bioinformatics Systems, Apparatuses, and Methods for Generating a De Bruijn Graph ","Edico Genome, Corp.","Pieter Van Rooyen, Michael Ruehle, Rami Mehio, Gavin Stone, Mark Hahm, Eric Ojard, Amnon Ptashek",2016-01-11,2018-08-31,2019-05-02,,https://patents.google.com/patent/US20190130998A1/en,https://patentimages.storage.googleapis.com/71/e6/58/a89c8ffa6969cb/US20190130998A1-20190502-D00000.png
US-8515679-B2,System and method for cleaning noisy genetic data and determining chromosome copy number ,"Natera, Inc.","Matthew Rabinowitz, Milena Banjevic, Zachary Demko, David Scott Johnson, Dusan Kijacic, Dimitri Petrov, Josh Sweetkind-Singer, Jing Xu",2005-12-06,2008-03-17,2013-08-20,2013-08-20,https://patents.google.com/patent/US8515679B2/en,
US-12242943-B2,Generating machine learning models using genetic data ,"Freenome Holdings, Inc.","Gabriel Otte, Charles Roberts, Adam Drake, Riley ENNIS",2016-03-09,2022-10-25,2025-03-04,2025-03-04,https://patents.google.com/patent/US12242943B2/en,https://patentimages.storage.googleapis.com/a3/90/40/35ccc8ca8cf0b2/US12242943-20250304-D00000.png
ES-2929281-T3,Methods for targeted nucleic acid sequence enrichment with applications for error-correcting nucleic acid sequencing ,Univ Washington,"Scott Kennedy, Jesse Salk, Michael Hipp, Elizabeth Schmidt, Rosa Ana Risques, Daniela Nachmanson",2017-03-23,2018-03-23,2022-11-28,2022-11-28,https://patents.google.com/patent/ES2929281T3/en,
US-10061890-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, Allison Ryan, George Gemelos, Milena Banjevic, Zachary Demko",2009-09-30,2016-08-22,2018-08-28,2018-08-28,https://patents.google.com/patent/US10061890B2/en,https://patentimages.storage.googleapis.com/b8/99/5b/c4f5710b63bbb0/US10061890-20180828-D00000.png
EP-4399709-A1,Method for the diagnosis and/or classification of a disease in a subject ,"Christian-Albrechts-Universität zu Kiel, Fachhochschule Kiel, Freie Universität Berlin, Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.","Franz-Josef Müller, Björn Fabian BRÄNDL, Bernhard Schuldt, Christian ROHRANDT, Alena VAN BÖMMEL, Helene KRETZMER",2021-09-06,2022-09-06,2024-07-17,,https://patents.google.com/patent/EP4399709A1/en,
US-2021246493-A1,Copy number variant caller ,"Myriad Women's Health, Inc.","Kevin R. HAAS, Sun Hae HONG, Piotr KALETA, Gregory John Hogan",2018-06-06,2020-12-03,2021-08-12,,https://patents.google.com/patent/US20210246493A1/en,https://patentimages.storage.googleapis.com/05/93/29/bfc5d2806f94a1/US20210246493A1-20210812-D00000.png
US-11355218-B2,Patient-specific cellular pathway activity inference computer system ,Thf Regents Of The University Of California,"Charles J. Vaske, Stephen C. Benz, Joshua M. Stuart, David Haussler",2010-04-29,2017-08-02,2022-06-07,2022-06-07,https://patents.google.com/patent/US11355218B2/en,https://patentimages.storage.googleapis.com/bc/1b/0d/07b2e8ca205208/US11355218-20220607-D00001.png
KR-101554530-B1,Pathway recognition algorithm using data integration on genomic models (paradigm) ,더 리젠츠 오브 더 유니버시티 오브 캘리포니아,"찰스 제이 바스크, 스티븐 씨 벤즈, 조슈아 엠 스튜어트, 데이비드 하우슬러",2011-10-26,2011-10-31,2015-09-21,2015-09-21,https://patents.google.com/patent/KR101554530B1/en,https://patentimages.storage.googleapis.com/66/b4/2c/722971b5051dfa/112014048883303-pct00064.png
KR-102041764-B1,Bambam: parallel comparative analysis of high-throughput sequencing data ,더 리젠츠 오브 더 유니버시티 오브 캘리포니아,"존 재커리 샌본, 데이비드 하우슬러",2011-11-18,2011-12-20,2019-11-07,2019-11-07,https://patents.google.com/patent/KR102041764B1/en,https://patentimages.storage.googleapis.com/54/74/25/54fee4147d0c4d/112016051389041-pat00030.png
US-10734117-B2,Apparatuses and methods for determining a patient's response to multiple cancer drugs ,Strand Life Sciences Private Limited,"Vaijayanti Gupta, Manimala Sen, Satish Sankaran, Kalyanasundaram Subramanian, Ramesh Hariharan, Vamsi Veeramachaneni, Shanmukh Katragadda, Rohit Gupta, Radhakrishna Bettadapura, Anand Janakiraman, Arunabha Ghosh, Smita Agrawal, Sujaya Srinivasan, Bhupender Singh, Urvashi Bahadur, Shuba Krishna, Mahesh Nagarajan, Nimisha Gupta, Sudhir BORGONHA",2015-03-02,2016-03-02,2020-08-04,2020-08-04,https://patents.google.com/patent/US10734117B2/en,https://patentimages.storage.googleapis.com/95/1d/69/f61614647d848c/US10734117-20200804-D00000.png
US-10619211-B2,"Methods using DNA methylation for identifying a cell or a mixture of cells for prognosis and diagnosis of diseases, and for cell remediation therapies ","Brown University, The Regents Of The University Of California","Karl Kelsey, Eugene Andres Houseman, John Wiencke, William P. Accomando, JR., Carmen Marsit",2011-05-25,2016-09-21,2020-04-14,2020-04-14,https://patents.google.com/patent/US10619211B2/en,https://patentimages.storage.googleapis.com/49/bd/05/d54662557350f9/US10619211-20200414-D00001.png
US-8337387-B2,"Imaging and evaluating embryos, oocytes, and stem cells ",The Board Of Trustees Of The Leland Stanford Junior University,"Connie C. Wong, Kevin E. Loewke, Thomas M. Baer, Renee A. Reijo-Pera, Barry Behr",2009-08-22,2011-11-22,2012-12-25,2012-12-25,https://patents.google.com/patent/US8337387B2/en,https://patentimages.storage.googleapis.com/f1/c2/66/bd143a8d84cd67/US08337387-20121225-D00000.png
JP-6068598-B2,Molecular testing for multiple pregnancy ,"ザ チャイニーズ ユニバーシティー オブ ホンコンＴｈｅ Ｃｈｉｎｅｓｅ Ｕｎｉｖｅｒｓｉｔｙ Ｏｆ Ｈｏｎｇｋｏｎｇ, ザ  チャイニーズ  ユニバーシティー  オブ  ホンコン","ミン デニス ロー ユク, ミン  デニス  ロー ユク, クン ロッサ チウ ワイ, クン  ロッサ  チウ ワイ, クワン チェー チャン, クワン  チェー チャン, タク ユン ルン, タク  ユン ルン, ペイヨン チャン, ペイヨン チャン",2011-02-24,2015-11-05,2017-01-25,2017-01-25,https://patents.google.com/patent/JP6068598B2/en,https://patentimages.storage.googleapis.com/d2/78/0c/15b0f8c9deafaa/0006068598-38.png
ES-2933028-T3,Methods and systems for genomic analysis ,"Fabric Genomics Inc, Univ Utah","Marc Singleton, Martin Reese, Karen Eilbeck, Mark Yandell",2014-01-14,2015-01-14,2023-01-31,2023-01-31,https://patents.google.com/patent/ES2933028T3/en,
US-12312639-B2,Alzheimer's disease personalized medicine ,"I2Dx, Inc.",Janos Redei,2013-03-15,2021-07-16,2025-05-27,2025-05-27,https://patents.google.com/patent/US12312639B2/en,https://patentimages.storage.googleapis.com/a0/02/72/f71b19291ad48b/US12312639-20250527-D00001.png
JP-6387070-B2,BAMBAM: Simultaneous comparative analysis of high-throughput sequencing data ,"ザ・リージェンツ・オブ・ザ・ユニバーシティー・オブ・カリフォルニアＴｈｅ Ｒｅｇｅｎｔｓ Ｏｆ Ｔｈｅ Ｕｎｉｖｅｒｓｉｔｙ Ｏｆ Ｃａｌｉｆｏｒｎｉａ, ザ・リージェンツ・オブ・ザ・ユニバーシティー・オブ・カリフォルニア","ジョン ザカリー サンボーン, ジョン  ザカリー サンボーン, ディヴィッド ハウスラー, ディヴィッド ハウスラー",2010-05-25,2016-10-28,2018-09-05,2018-09-05,https://patents.google.com/patent/JP6387070B2/en,
US-10793903-B2,Identifying organisms in a sample using sequencing kinetic signatures ,"Pacific Biosciences Of California, Inc.","Benjamin Flusberg, Stephen Turner, Jon Sorenson, Kevin Travers, Cheryl Heiner",2008-12-11,2016-09-28,2020-10-06,2020-10-06,https://patents.google.com/patent/US10793903B2/en,https://patentimages.storage.googleapis.com/b9/e9/92/5d3e9fb3793c7a/US10793903-20201006-D00001.png
EP-3268494-B1,Method of determining the risk of developing breast cancer by detecting the expression levels of micrornas (mirnas) ,"Agency For Science, Technology And Research","Heng-Phon Too, Lihan ZHOU, Ruiyang ZOU",2015-03-09,2016-03-09,2021-04-21,2021-04-21,https://patents.google.com/patent/EP3268494B1/en,https://patentimages.storage.googleapis.com/83/a4/41/a54a0fc9bd6245/imgf0001.png
CN-103987857-B,A small amount of complex nucleic acid is sequenced ,考利达基因组股份有限公司,"R.卓马纳克, B.A.彼得斯, B.G.科曼尼",2011-04-14,2012-04-16,2018-04-27,2018-04-27,https://patents.google.com/patent/CN103987857B/en,
EP-2728014-B1,Non-invasive method for detecting a fetal chromosomal aneuploidy ,Genesupport SA,Bernard Conrad,2012-10-31,2012-10-31,2015-10-07,2015-10-07,https://patents.google.com/patent/EP2728014B1/en,https://patentimages.storage.googleapis.com/a0/11/9d/bc0203d8fb91ae/imgf0001.png
US-9175341-B2,Methods for identifying nucleic acid modifications ,"Pacific Biosciences Of California, Inc.","Benjamin Flusberg, Stephen Turner, Jessica Lee, Lei Jia, Jonas Korlach, Jon Sorenson, Dale Webster, John Lyle, Kevin Travers, Jeremiah Hanes, Joseph Puglisi",2008-12-11,2009-12-10,2015-11-03,2015-11-03,https://patents.google.com/patent/US9175341B2/en,https://patentimages.storage.googleapis.com/af/86/0b/540a2f8d2dce01/US09175341-20151103-D00001.png
US-2024410007-A1,Gene expression profiles associated with sub-clinical kidney transplant rejection ,"The Scripps Research Institute, Northwestern University","Daniel Salomon, John Friedewald, Sunil Kurian, Michael M. Abecassis, Steve Head, Phillip Todd Ordoukhanian",2014-05-22,2024-06-24,2024-12-12,,https://patents.google.com/patent/US20240410007A1/en,https://patentimages.storage.googleapis.com/26/9b/11/5613642805a812/US20240410007A1-20241212-D00001.png
JP-5491400-B2,Method and system for genome analysis using ancestor data ,ナビジェニクス  インコーポレイティド,"エー． ステファン，ディートリッチ, ウェッセル，ジェニファー, カーギル，ミシェル, ハルペリン，エラン",2007-09-26,2008-09-26,2014-05-14,2014-05-14,https://patents.google.com/patent/JP5491400B2/en,https://patentimages.storage.googleapis.com/b0/c9/ab/c135f623ff6005/0005491400-31.png
CN-106701980-B,For identifying the core SNP marker and its application of sheep kind and B. abortus ,中国疾病预防控制中心传染病预防控制所,"姜海, 张雯, 赵娜, 崔步云, 朴东日, 赵鸿雁, 田国忠, 狄栋栋, 范伟兴",2017-02-04,2017-02-04,2019-11-29,2019-11-29,https://patents.google.com/patent/CN106701980B/en,
EP-3177739-B1,Microrna biomarker for the diagnosis of gastric cancer ,"Agency For Science, Technology And Research, National University of Singapore, National University Hospital (Singapore) Pte Ltd","Heng-Phon Too, Lihan ZHOU, Ruiyang ZOU, Khay Guan YEOH, Bok Yan SO, Feng Zhu, Wei Peng YONG",2014-08-07,2015-08-11,2019-10-23,2019-10-23,https://patents.google.com/patent/EP3177739B1/en,https://patentimages.storage.googleapis.com/0c/fc/3e/78d7daa9213b14/imgf0001.png
AU-2014259459-B2,Medical prognosis and prediction of treatment response using multiple cellular signalling pathway activities ,Koninklijke Philips N.V.,"Marcia Alves De Inda, Anja Van De Stolpe, Hendrik Jan VAN OOIJEN, Wilhelmus Franciscus Johannes Verhaegh",2013-04-26,2014-04-24,2020-03-26,2020-03-26,https://patents.google.com/patent/AU2014259459B2/en,
JP-7590348-B2,Model-Based Featurization and Classification ,グレイル リミテッド ライアビリティ カンパニー,"ピー．フィールズ アレキサンダー, エフ．ボーサン ジョン, クラウド ヴェン オリバー, ジャムシーディー アラシュ, マハー エム．サイラス, リウ チンウェン, シェレンバーガー ジャン, ニューマン ジョシュア, カレフ ロバート, エス．グロス サムエル",2019-05-13,2020-05-13,2024-11-26,2024-11-26,https://patents.google.com/patent/JP7590348B2/en,https://patentimages.storage.googleapis.com/5a/13/b9/56d9988702160b/0007590348000020.png
US-2019237164-A1,"Biological information processing method and device, recording medium and program ",Sony Corporation,Kazuhiro Sakurada,2010-07-05,2019-04-08,2019-08-01,,https://patents.google.com/patent/US20190237164A1/en,https://patentimages.storage.googleapis.com/26/73/c2/d05bc5d47f94ca/US20190237164A1-20190801-D00000.png
CA-2901830-C,"Apparatus, method, and system for automated, non-invasive cell activity tracking ","Progyny, Inc., Farshid Moussavi, Yu Wang, Peter Lorenzen, Stephen Gould, Ares Trading S.A.","Farshid Moussavi, Yu Wang, Peter Lorenzen, Stephen Gould",2013-02-28,2014-02-28,2023-03-21,2023-03-21,https://patents.google.com/patent/CA2901830C/en,
US-8706464-B2,"Health data dynamics, its sources and linkage with genetic/molecular tests ",Vladimir Shusterman,Vladimir Shusterman,2010-01-31,2011-01-30,2014-04-22,2014-04-22,https://patents.google.com/patent/US8706464B2/en,https://patentimages.storage.googleapis.com/84/d3/fa/72ffc5f8ca3387/US08706464-20140422-D00001.png
CN-106795565-A,Method for assessing lung cancer status ,阿莱格罗诊断公司,"D·H·惠特尼, M·埃拉斯霍夫",2014-07-14,2015-07-14,2017-05-31,,https://patents.google.com/patent/CN106795565A/en,
JP-5723156-B2,Methods and compositions for diagnosis and treatment of esophageal adenocarcinoma ,"ジ・オハイオ・ステイト・ユニバーシティ・リサーチ・ファウンデイションＴｈｅ Ｏｈｉｏ Ｓｔａｔｅ Ｕｎｉｖｅｒｓｉｔｙ Ｒｅｓｅａｒｃｈ Ｆｏｕｎｄａｔｉｏｎ, ジ・オハイオ・ステイト・ユニバーシティ・リサーチ・ファウンデイション, アメリカ合衆国","クロース，カーロ・エム, ハリス，カーティス・シー, マテ，エヴィ・エイ",2007-10-11,2008-10-10,2015-05-27,2015-05-27,https://patents.google.com/patent/JP5723156B2/en,
JP-5244103-B2,Organ-specific protein and method of use thereof ,"ホームステッド  クリニカル  コーポレイション, インスティチュート  フォー  システムズ  バイオロジー","レロイ フッド，, パトリシア  エム． ベックマン，, リチャード ジョンソン，, マルチェロ マレッリ，, シャオチュン リー，",2006-08-09,2007-08-09,2013-07-24,2013-07-24,https://patents.google.com/patent/JP5244103B2/en,https://patentimages.storage.googleapis.com/3a/cf/71/3a5475c951e69d/0005244103-272.png
EP-3443118-B1,Detecting cancer driver genes and pathways ,"F. Hoffmann-La Roche AG, Roche Diagnostics Care GmbH","Yao FU, Aparna CHHIBBER, Marghoob Mohiyuddin, Li Tai FANG, Hugo Y.K. LAM",2016-04-15,2017-04-14,2024-01-10,2024-01-10,https://patents.google.com/patent/EP3443118B1/en,https://patentimages.storage.googleapis.com/ab/82/9f/bfffd9aee70725/imgf0001.png
EP-2678675-B1,Methods of detecting aneuploidy in human embryos ,The Board of Trustees of the Leland Stanford Junior University,"Shawn L. CHAVEZ, Kevin E. Loewke, Barry Behr, Renee A. Reijo Pera",2011-02-23,2012-02-23,2017-10-11,2017-10-11,https://patents.google.com/patent/EP2678675B1/en,https://patentimages.storage.googleapis.com/1b/30/66/a7ff43b3fa741e/imgf0001.png
US-2011015080-A1,Solution-based methods for RNA expression profiling ,"Massachusetts Institute Of Technology, Dana-Farber Cancer Institute, Inc.","Todd R. Golub, Justin Lamb, David Peck, Jun Lu, Eric Alexander Miska",2005-06-08,2010-08-27,2011-01-20,,https://patents.google.com/patent/US20110015080A1/en,https://patentimages.storage.googleapis.com/bb/11/44/d03bc048144c74/US20110015080A1-20110120-D00000.png
CN-101790731-B,System and method for cleaning noisy genetic data and determining chromsome copy number ,纳特拉公司,"M·罗比诺威特茨, J·斯威特凯德-辛格, M·班杰维齐, D·S·约翰逊, D·科亚西, D·皮特罗, 徐晶, Z·P·德姆科",2007-03-16,2008-03-17,2013-11-06,2013-11-06,https://patents.google.com/patent/CN101790731B/en,
CN-113056563-B,Method and system for identifying genetic abnormalities in blood ,拉莫特特拉维夫大学有限公司,"诺姆·舒姆隆, 汤姆·拉比诺维茨",2018-09-03,2019-09-03,2025-02-18,2025-02-18,https://patents.google.com/patent/CN113056563B/en,
AU-2022339791-A1,Methods for non-invasive prenatal testing ,"Natera, Inc.","Zachary Demko, George Gemelos, Matthew Rabinowitz",2021-09-01,2022-08-24,2024-03-14,,https://patents.google.com/patent/AU2022339791A1/en,
